itemno;title;description;gallay title;gallay description
430932;Pendant, Small Cross, 8K GOLD;This is a beautiful small cross pendant with a shiny surface, a beautiful diamond cut design and a chic zirconia in the middle. It is made of high-quality 8K gold.;pendant, small cross, 8K GOLD;with a small brilliant, diamond cut
430933;Pendant, Old Hag, Witch, 9K Gold;This bewitched pendant is the right gift for charmed ladies. The detailed and well finished pendant has a matte-finished/shiny surface and front and back are fully formed. It's a great talisman for young and old! 9K Gold.;pendant, old hag, witch, 9K GOLD;dim-glossy surface, massive, front and back fully formed
430934;Stud Earrings, Horse Shoe, 9K Gold;This pair of stud earrings is the perfect gift for a horse-loving girl. The horseshoes look authentic and are not only a symbol for horses but also a luck bringing accessory. The earrings have a nice finish and a high quality. 9K Gold.;earstuds, horseshoe, 9K GOLD;
430935;HOOP EARRINGS, TWO TONE, 9K GOLD,  NEW;;hoop earrings, two tone, 9K GOLD;partly rhodium plated
430936;Leverback Earrings, Bicolour, 9K Gold;This pair of leverback earrings is both, elegant and classic. It has a beautiful design and the bicoloured combination of yellow gold and white gold makes the jewellery pair stand out at any occasion. This pair of leverback earrings should not be missing in any jewellery case! 9K Gold.;leverback earrings 9K GOLD;yellow gold and white gold
430937;EARRINGS, LEVERBACK, TRI TONE, 9K GOLD,  NEW;;leverback earrings, tri tone, 9K GOLD;Tri-color, partly rhodium plated
430938;Leverback Earrings 9K GOLD;A beautiful pair of earrings with a spiral shape of bi-coloured design. Perfect jewels for elegant ladies. 9K Gold.;leverback earrings 9K GOLD;partly rhodium plated
430939;Pendant, Clock, Baby's Christening, 9K Gold;This little clock pendant is perfect for a baby's christening or babtism. The bicoloured surface is partly rhodium plated and has a fine finish. A wonderful accessory for this very special day. 9K Gold.;pendant, baby's christening, gold 9Kt;partly rhodium plated
430940;Pendant, Fairy, Bi-Colour, 9K Gold;This little fairy pendant is perfect for any child or a young person at heart. The bicoloured surface is partly rhodium plated and has a fine finish. A wonderful accessory for any occasion. 9K Gold.;pendant, fairy bicolor, gold 9Kt;partly rhodium plated
430941;;;pendant, wing of an angel gold 9Kt;partly rhodium plated
430942;Pendant, Baby's Christening, 9K Gold;This little angel pendant is perfect for a baby's christening or babtism. The bicoloured surface is partly rhodium plated and has a fine finish. The edge of the pendant has a sophisticated diamond cut that makes the pendant shine out even more. A wonderful accessory for this very special day. 9K Gold.;pendant, baby's christening, gold 9Kt;small pendant 8mm, partly rhodium plated
430943;Pendant, Heart bi-color, Gold 9K;This pendant is the perfect gift for your beloved! The beautiful heart pendant of a yellow-gold and white-gold colour combination gives the heart a unique look with a diamond cut on the surface. 9K Gold.;pendant, heart bicolor, gold 9Kt;
430944;;;hoop earrings, 13mm, two tone, 9K GOLD;partly rhodium-plated, with zirconia
430945;Hoop Earrings, 14mm, Bi-Coloured, 9K Gold;A beautiful pair of hoop earrings of a very special and unique design. The pair of earrings has white zirconia crystals, which give a special touch to the jewellery. The surface is partly rhodium plated and make the jewellery piece last for a lifetime. A great gift to a special person. 9K Gold.;hoop earrings, 14mm, two tone, 9K GOLD;partly rhodium-plated, with zirconia
430946;Hoop Earrings, 18mm, Tri-Coloured, 9K Gold;This pair of hoop earrings has every special detail it can have. A wonderful tri-coloured design of yellow gold and white gold, a partly matte-finished surface and a fine diamond cut. What more can a woman wish for? This is the perfect present for a special occasion! 9K Gold.;hoop earrings 18mm 3-colours 9K GOLD;Tri-color
430947;Pendant, Heart Bicolour, Gold 9K;This stunning heart pendant is the perfect gift for any girlfriend. It is simple and yet has a very fashionable design. The cubic zirconia gives a special extra to the heart and the bicolour design of yellow gold and white gold looks just amazing! 9K Gold.;pendant, heart bicolor, gold 9Kt;yellow-gold and white-gold
430948;Hoop Earrings, Diamond Cut, 9K GOLD;A beautiful pair of golden hoop earrings with a nicely finished diamond cut. The polished surface is high quality proof and the whole finishing looks just stunning. This pair is the perfect gift for your beloved one!;hoop earrings, diamond cut, 9K GOLD;
430950;HOOP EARRINGS, DIAMOND CUT, 9K GOLD,  NEW;;hoop earrings, diamond cut, 9K GOLD;two tone, partly rhodium plated
430951;HOOP EARRINGS, DIAMOND CUT, 9K GOLD,  NEW;;hoop earrings, diamond cut, 9K GOLD;two tone, partly rhodium plated
430952;Hoop Earrings, Tricolour, Diamond Cut, 9K Gold;This pair of hoop earrings has a very extra-ordinary style, which is originated by a tri-colour design of a matte-finish pattern in white and red gold, on a yellow gold, polished surface. The pattern has a fine diamond cut that makes the design look even more elegant. 9K Gold.;hoop earrings, diamond cut, 9K GOLD;Tri-color, white and yellow gold
430953;Hoop Earrings, Diamond Cut, 9K Gold;This pair of hoop earrings has every special detail it can have. A wonderful tri-coloured design of yellow gold and white gold, a partly matte-finished surface and a fine diamond cut. What more can a woman wish for? This is the perfect present for a special occasion! 9K Gold.;hoop earrings, diamond cut, 9K GOLD;Tri-color, white and yellow gold
430954;Hoop Earrings, Diamond Cut, 9K Gold;This pair of hoop earrings has every special detail it can have. A wonderful tri-coloured design of yellow gold and white gold, a partly matte-finished surface and a fine diamond cut. What more can a woman wish for? This is the perfect present for a special occasion! 9K Gold.;hoop earrings, diamond cut, 9K GOLD;Tri-color, white and yellow gold
430955;HOOP EARRINGS, DIAMOND CUT, 9K GOLD,  NEW;;hoop earrings, diamond cut, 9K GOLD;Tri-color, white and yellow gold
430956;Pendant, For Engraving, Heart, 9K Gold;This pendant has a beautiful diamond cut on the round edge that surrounds the matte-finished surface, which can be engraved. The little heart that is stamped out, gives a special touch to the pendant. A beautiful jewellery piece, which is perfect to become a personalized present for a special person. 9K Gold.;pendant, to be engraved, 9K GOLD;
430957;Pendant, Angel, 9K Gold;This pendant is an adorable gift at the birth of a child or from godparents to their godchild. It is a cute pendant in the shape of an angel with a cheeky face. It can symbolize protection and safety. The surface is matte finished and our best quality. Gold 375, 9K.;pendant, angel, 9K GOLD;
430958;Pendant, Baby's Christening, 9K Gold;This little but stunningly beautiful baptism pendant has an adorable design with the small angel on the surface of the charm that is attached to the ring. The zirconia in the ring (12x3mm) gives a little extra to the jewellery composition. The total length is 22mm. It is perfect for this special day of your beautiful little darling! 9K gold.;pendant, baby's christening, 9K GOLD;heart with angel, with zirconia
430959;Pendant, Baby's Christening, 9K Gold;This little but stunningly beautiful baptism pendant has an adorable design with the small engraved angel on the surface. The angel symbolizes protection and safety for you baby. It is perfect for this special day of your beautiful little darling! 9K Gold.;pendant, babys christening, 9K GOLD;with angel
430960;Pendant, Baby's Christening, 9K Gold;This little but stunningly beautiful baptism pendant has an cute design with the small engraved angel on the surface and an incorporated zirconia. The angel symbolizes protection and safety for you baby. The pendant's edge has a beautiful diamond cut and the backside of the pendant is matte finished. It is the perfect gift for this special day of your adorable little darling! 9K Gold.;pendant, babys christening, 9K GOLD;with angel, small brilliant 0,005ct
430961;Pendant, Clef, 9K Gold;A delicate pendant that is shaped as a clef. The pendant is well finished. A great gift to a music loving person. 9K Gold.;pendant, clef, 9K GOLD;
430962;Pendant, Heart, Baby's Christening, 9K Gold;This beautiful baptism pendant has an adorable design with the small engraved angel on the heart shaped surface. The angel symbolizes protection and safety for you baby. The edge has a sophisticated diamond cut and the backside of the pendant has the engraving 'GOTT SCHÜTZE DICH', which means literally 'God protects you' but can be translated to 'God bless you'. It is perfect for this special day of your beautiful little darling! 9K Gold.;pendant, babys christening, 9K GOLD;with angel
430963;Pendant, Faith, Hope and Charity, 9K Gold;This is a beautiful golden pendant with a cross, a heart and an anchor. These three symbols are the motives of a sailor and they symbolize faith, hope and charity. The edge of the pendant has a sophisticated diamond cut. 9K Gold.;pendant faith hope and charity 9kt GOLD;
430964;Pendant, Clock, Baby's Christening, 9K Gold;This clock pendant is a beautiful accessory for your baby's christening or babtism. It can be engraved with the birthday time as an example and it will always be a wonderful memory of this very special day. 9K Gold.;pendant, babys christening, 9K GOLD;to be engraved birthday time
430965;Pendant, Horseshoe, 9K Gold;This adorable horseshoe pendant can be a great gift and a lucky charm for the person who wears it. The pendant also has a little cloverleaf incorporated on its surface. 375 Gold, 9K.;pendant, horseshoe, 9K GOLD;
430966;Pendant, Cloverleaf, 9K, Gold;How about giving some luck to a friend of yours? This cloverleaf pendant will be the perfect lucky charm. It can be a gift for a child or just a nice present symbolising luck, as a four-leaf cloverleaf. 375 Gold, 9K.;pendant, clover leaf, 9K GOLD;
430967;Pendant, Heart, Matte-Finished, 9K Gold;This heart pendant has a wonderful matte-finished surface and a fine diamond cut. The pendant is classic and timeless and can quickly become someone's most favourite jewellery piece. 9K Gold.;pendant, heart, matt finish, 9K GOLD;
430968;EARSTUD, SINGLE, MOTORCYCLE, 9K GOLD,  NEW;;earstud-single, motorcycle, 9K GOLD;price only for one piece
430969;Stud Earring, Single, Truck, 9K Gold;This earrings is a great accessory for men. The truck is well finished with fine details and a bi-coloured design. The price of the earring is valid per piece. 9K Gold.;earstud-single, truck, 9K GOLD;price only for one piece
430970;Stud Earrings, Cherrys, 9K Gold;This is an adorable and colourful pair of cherry stud earrings. The pair is red and green lacquered and stands out on any occasion. It also matches with a retro-look outfit, with its very eyecatching colours! A great jewellery accessory for the young and the young at heart! 9K Gold.;earrings cherrys, 9K GOLD;
430971;Pendant, Cherrys, 9K Gold;This is an adorable and colourful cherry pendant. The surface is red and green lacquered and stands out on any occasion. It also matches with a retro-look outfit, with its very eyecatching colours! A great jewellery accessory for the young and the young at heart! 9K Gold.;pendant, cherrys, 9K GOLD;
430972;Stud Earrings, Zirconia, 8K Gold;A beautiful pair of stud earrings with a chic, bi-coloured design. The zirconia crystal adds a special extra to the earrings and the pair looks elegant and classic for any occasion. A great gift option for a special person. 8K Gold.;earring, studs, zirconia, 8K GOLD;two tone
430973;Stud Earrings, Zirconia, 8K Gold;A beautiful pair of stud earrings with a chic, bi-coloured design. The zirconia crystals add a special extra to the earrings and the pair looks elegant and classic for any occasion. A great gift option for a special person. 8K Gold.;earring, studs, zirconia, 8K GOLD;two tone
430974;Hoop Earrings, twisted, 9K GOLD;A beautiful pair of bi-coloured hoop earrings with a nicely finished, partly rhodium plated surface. The stunning look is a high quality proof which is simply stunning. This pair is the perfect gift for your beloved one!;hoop earrings, twisted, 9K GOLD;partly rhodium plated
430975;Pendant, Horseshoe and Horse, 9K Gold;This pendant consists of a horseshoe and a horse head. The 9K Gold pendant is finished nicely and detailed. The pendant will be a great gift for all horse lovers, but it can even be a lucky charm for someone special. 9K Gold.;pendant, horseshoe and horse, 9K GOLD;
430976;Pendant, Ladybird, Red/Black, 9K GOLD;A delicate 9K Gold pendant shaped as a ladybird. The colours fit nicely to most oufits. It can be a great gift for a child, but also for a special person as the ladybird is a symbol of luck. The surface is red and black lacquered and has a very fine finish. 9K Gold.;pendant, ladybird, red-black, 9K GOLD;
430977;Hoop Earrings, 13mm, Bi-Coloured, 9K Gold;A beautiful pair of hoop earrings, with a diameter of 13mm on the longest part. The bi-coloured design is chic and elegant and the zirconia givs and extra special touch to the jewellery pair. The surface is partly rhodium plated to protect the pair from tarnishing. 9K Gold.;hoop earrings, 13mm, two tone, 9K GOLD;partly rhodium-plated, with zirconia
430978;Pendant, Heart, 9K White Gold;This beautiful heart shaped pendant is made from white gold and it has 9K. It can be a perfect accessory for a casual outfit. It will serve as a nice gift for a special person or a close friend. 9K White Gold.;pendant, heart, 9K white gold;
430979;Hoop Earrings, bi-coloured, 9K GOLD;A beautiful pair of bi-coloured hoop earrings with a very unique finished surface. The stunning look is a high quality proof and it looks simply perfectly finished. This pair is the perfect gift for your beloved one!;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
430980;PENDANT, CROSS, 9K WHITE GOLD;;pendant, cross, 9K white gold;with cubic zirconia
430981;Studs Earring, Heart Two Tone, 9K GOLD;A lovely pair of stud earrings shaped as a heart. The 9K Gold stud earrings have a beautiful bi-coloured design and are partially rhodium-plated. It is a classic and elegant accessory. It can also be a great gift for a dear person. 9K Gold.;earring studs heart two tone, 9K GOLD;partly rhodium-plated
430982;Earrings, Ladybird, Red/Black, 9K GOLD;A delicate pair of earing shaped in the form of a ladybird. The 9K Gold earings are a fun and colourful accessory for kids. The ladybird is the symbol of luck so it can also be a nice gift for a friend or relative. The surface is red and black lacqured with a fine finish and a high quality. 9K Gold.;earrings, ladybird, red-black, 9K GOLD;kids jewellery
430983;HOOP EARRINGS, DIAMOND CUT, 9K GOLD,  NEW;;hoop earrings, diamond cut, 9K GOLD;
430984;Pendant, Heart and Key, 9K Gold;This little key of 9K Gold could not be any more symbolic. The pendant is beautifully finished and makes a perfect gift to any girlfriend. It even is a great pendant to be combined with one or two other pendants on a thin gold chain. In any way, it will look great.;pendant, heart and key, 9K GOLD;
430985;Hoop Earrings, Twisted, 9K GOLD;A classic pair of hoop earings. The 9K Gold item is partly rhodium plated and it can fit any outfits. The twisted design is unique and the rhodium plated part has a fine diamond cut. It can be a perfect gift for any woman. 9K Gold.;hoop earrings, twisted, 9K GOLD;partly rhodium plated
430986;;;pendant heart with zirconias, 9K Redgold;
430987;Stud Earrings, Diamond Cut, 9K Gold;A nice pair of ear studs featuring a round plate that has a fine diamond cut on its matte finished surface. The 9K gold is of great quality and makes the pair of earrings a subtle accessory.;earring, studs, diamond cut, 9K GOLD;
430988;HOOP EARRINGS, 9K GOLD,  NEW;;hoop earrings, 9K GOLD;
430989;Hoop Earrings, Two Tone, 9K GOLD;This beautiful pair of hoop earings are a stylish and chic accessory for most occasions. The 9K Gold item is partly rhodium-plated and has a wonderful bi-coloured design with a fine diamond cut. It can be a great and memorable gift for any woman. 9K Gold.;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
430990;Hoop Earrings, bi-coloured, 9K Gold;A beautiful pair of bi-coloured hoop earrings with a very nice diamond cut on the surface. The stunning look is a high quality proof and it looks simply perfectly finished. This pair is the perfect gift for your beloved one, even on the wedding day.;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
430991;HOOP EARRINGS, TWO TONE, 9K GOLD,  NEW;;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
430992;Hoop Earrings, bi-coloured, 9K Gold;Bi-coloured hoop earrings with a beautiful diamond cut on the surface. The stunning look is a high quality proof and it looks simply perfectly finished. This pair is the perfect gift for your beloved one, even on the wedding day.;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
430994;Pendant, Zirconia, 9K White Gold;A classic and elegant 9K White Gold pendant. Its design is outstanding by the zirconia stone that gives an extra touch to the jewellery piece. It can be a great accessory to an office or casual outfit. 9K White Gold.;pendant, zirconia, 9kt white gold;
430995;Studs Earrings, 9K White GOLD;An original shaped pair of stud earrings. The 9K earrings have a zirconia stone in the middle that offers an elegant touch. It can be a great gift for a special person. 9K Gold.;earrings studs, 9K white GOLD;with zirconia
430996;Pendant, Heart, 9K GOLD;A delicate and elegant 9K Gold pendant. It is shaped in the form of a heart. The surface is matte polished and has a fine diamond cut. It can be a special gift for a dear person. 9K Gold.;pendant, heart, 9K GOLD;
430997;Pendant, Anchor with rope, 9K Gold;This pendant is shaped as a anchor, which is fully formed in the back as in the front and wrapped by a rope. The charm symbolizes hope, stability and faithfulness. 9K Gold.;pendant, anchor, 9K GOLD;
430998;Earrings, Fog Multicolored, 9K GOLD;This joyful pair of earrings have the shape of a frog. The surface is green lacquered in a detailed and well finished way. The 9K accessory can be a perfect gift for a child or a young-hearted person. 9K Gold.;earrings, frog multicolored, 9K GOLD;kids jewellery
430999;Earrings, Butterfly, Zirconia, 9K GOLD;A two-tone pair of earrings that are shaped as a butterfly. The 9K Gold earrings have a zirconia stone that offers an extra touch. It can be a perfect accessory for any outfit or a great gift for any woman. 9K Gold;earrings, butterfly, zirconia, 9K GOLD;two tone
431000;;;earrings, butterfly, 9K GOLD;orange enameled
431001;Earrings, Two Tone, Zirconia, 9K GOLD;A beautiful pair of 9K Gold earrings partly rhodium-plated. Its original shape can fit perfectly with any outfit. It can be a nice gift for a special person. 9K Gold.;earrings, two tone, zirconia, 9K GOLD;rhodium-plated
431002;Stud Earrings, Bi-Coloured, Zirconia, 9K Gold;This pair of stud earrings has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery pair and the earrings serve as a wonderful gift to a special person. 9K Gold.;earrings, two tone, zirconia, 9K GOLD;
431003;Stud Earrings, Bi-Coloured, Zirconia, 9K Gold;This pair of stud earrings has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery pair and the earrings serve as a wonderful gift to a special person. The surface is partly rhodium plated. 9K Gold.;earrings, two tone, zirconia, 9K GOLD;rhodium-plated in the middle
431004;Stud Earrings, Bi-Coloured, Zirconia, 9K Gold;This pair of stud earrings has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery pair and the earrings serve as a wonderful gift to a special person. 9K Gold.;earrings, two tone, zirconia, 9K GOLD;
431007;Hoop Earrings, 12mm, 9K Gold;This is a small pair of hoop earrings with a diameter of 12mm. The high quality guarantees a life-long satisfaction for the woman who will wear this jewellery pair. 9K Gold.;hoop earrings 12mm, 9K GOLD;small hoop earrings
431008;Hoop Earrings, 14mm, 9K Gold;This is a small pair of hoop earrings with a diameter of 14mm. The high quality guarantees a life-long satisfaction for the woman who will wear this jewellery pair. 9K Gold.;hoop earrings 14mm, 9K GOLD;small hoop earrings
431009;Earrings, Two tone, Zirconia, 9K Gold;A beautifully crafted pair of stud earrings, shaped as a 'V'. The bi-coloured design looks unique and chic and the quality is great, as the ear studs are sophisticatedly made of 9K Gold. On side is rhodium plated. The freshwater pearl (4-5 mm) adds the special extra to the earrings. A timeless jewellery pair, which you will love forever!;earrings, two tone, zirconia, 9K GOLD;with freshwater pearl 4-5mm
431010;Pendant, Bi-Coloured, Zirconia, 9K Gold;This pendant has a beautiful bi-coloured design. The zirconia crystal and the freshwater pearl (4-5mm) gives an extra touch to the jewellery piece and the pendant serves therefore as a wonderful gift to a special person. The surface is partly rhodium plated. 9K Gold.;pendant two tone with zirconia 9K GOLD;with freshwater pearl 4-5mm
431011;Earrings, Butterfly, Two Tone, Zirconia, 9K Gold;A wonderful pair of filigree crafted butterfly stud earrings. The zirconia adds an extra touch, featuring the butterfly's antennae. One wing is yellow gold and the other wing is open and rhodium plated. 9K Gold;earrings, two tone, zirconia, 9K GOLD;like a butterfly
431012;Pendant, Bi-Coloured, Zirconia, 9K Gold;This butterfly pendant has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery piece and the pendant serves therefore as a wonderful gift to a special person. The surface is partly rhodium plated. 9K Gold.;pendant two tone with zirconia 9K GOLD;butterfly
431013;Stud Earrings, Heart, Bi-Coloured, Zirconia, 9K Gold;A unique and delicate pair of heart earrings of a beautiful bi-coloured design. A great gift for a special person. 9K Gold.;earrings heart two tone zirconia 9K GOLD;
431014;Stud Earrings, Bi-Coloured, Zirconia, 9K Gold;This pair of stud earrings has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery pair and the earrings serve as a wonderful gift to a special person. 9K Gold.;earrings, two tone, zirconia, 9K GOLD;
431015;Pendant, Freshwater Pearl, 6mm, 9K Gold;A beautiful pendant of a white cultured freshwater pearl of 6mm diameter. A classic and timeless gift! 9K Gold.;pendant, freshwater pearl 6mm, 9K GOLD;
431016;Pendant, Freshwater Pearl, 8mm, 9K Gold;A beautiful pendant of a white cultured freshwater pearl of 8mm diameter. A classic and timeless gift! 9K Gold.;pendant, freshwater pearl 8mm, 9K GOLD;freshwater pearl
431017;Pendant, Little Boy, Multicoloured, 9K Gold;A beautiful design of a little boy as a small pendant. The surface is colourfully lacquered and has a well finished, detailed surface. The pendant is perfect as a present for the young and the young-hearted. 9K Gold.;pendant little boy multicolored 9K GOLD;
431018;Pendant, Little Girl, Multicoloured, 9K gold;A beautiful design of a little girl as a small pendant. The surface is colourfully lacquered and has a well finished, detailed surface. The pendant is perfect as a present for the young and the young-hearted. 9K Gold.;pendant little girl multicolored 9K GOLD;rose-yellow
431019;;;earrings, flower, multicolored, 9K GOLD;kids jewellery
431020;;A unique and delicate pair of butterfly earrings of a beautiful white and blue lacquered design. A great gift for a special person. 9K Gold.;earrings, butterfly blue-white, 9K GOLD;blue/white
431021;Earrings, Duck, 9K Gold;This little pair of earrings is more than adorable. The yellow/ white lacquered surface is well finished and detailed. The pair of little duck earrings serves as a wonderful gift for the young and the young-hearted. 9K Gold.;earrings, chick multicolored, 9K GOLD;kids jewellery, yellow-white-rose
431022;Pendant, Duck, 9K Gold;This pendant is more than adorable. The yellow/ white lacquered surface is well finished and detailed. The little duck pendant serves as a wonderful gift for the young and the young-hearted. 9K Gold.;pendant chick multicolored 9K GOLD;kids jewellery, yellow-white-rose
431023;;;earrings, flower, multicolored, 9K GOLD;kids jewellery
431024;Pendant, Flower, Blue/White, 9K Gold;This pendant is a beautiful present for kids. It's a blue/ white lacquered flower pendant of 9K Gold with a fine finish and an adorable colour combination. It will quickly become your girl's favourite jewellery piece!;pendant flower multicolored 9K GOLD;kids jewellery
431025;Pendant, Cross, 9K Gold;This cross pendant is a delicate and unique jewellery piece and a wonderful gift for a special person. It is well finished and will be your most favourite jewellery piece for a lifetime. 9K Gold.;pendant, cross, 9K GOLD;
431026;Pendant, Cross with Zirconia, 9K Gold;This cross pendant with a zirconia crystal is a delicate and unique jewellery piece and a wonderful gift for a special person. It is well finished and will be your most favourite jewellery piece for a lifetime. 9K Gold.;pendant, cross with zirconia, 9K GOLD;
431027;Earrings, Black Stone, Zirconia, 9K Gold;A unique and delicate pair of stud earrings of a beautiful design. The zirconia crystals border a black stone. A great gift for a special person. 9K White Gold.;earrings, black stone, zirconia, 9K GOLD;with many zirconias edged, white gold
431028;Pendant, Black Stone, Zirconia, 9K Gold;A unique and delicate pendant of a beautiful design. The zirconia crystals border a black stone. A great gift for a special person. 9K White Gold.;pendant, black stone, zirconia, 9K GOLD;with many zirconias edged, white gold
431029;Stud earrings, Freshwater Pearl, 5mm, Gold;A timeless pair of stud earrings, which should never be missing in a womans jewellery case. The white freshwater pearl has a diameter of 5mm. The earrings are classic and elegant. 9K Gold;earrings, pearl 5mm, 9K GOLD;
431030;Stud Earrings, Flower with Zirconia, 9K Gold;A beautiful pair of stud earrings with zirconia crystals and a fine finish. This 9K Gold jewellery is of high quality and will be one of your favourite jewellery piece for a lifetime!;earrings, flower with zirconia, 9K GOLD;
431031;Stud Earrings, Hearts, 9K Gold;A beautiful pair of stud earrings with a red lacquered surface and a fine finish. This 9K Gold jewellery is of high quality and will be one of your favourite jewellery piece for a lifetime!;earring, studs, little heart, 9K GOLD;red lacquered
431032;Pendant, Heart, Red Lacquered, 9K Gold;This heart pendant has a red lacquered surface and a little zirconia crystal. The 9K Gold is of high quality and the design fits perfectly as kids jewellery. A great gift to a wonderful little person. 9K Gold.;pendant, heart, red laquered, 9K GOLD;with zirconia, kids jewellery
431033;Pendant, Little Sea Horse, 9K Gold;This adorable pendant is featuring a little sea horse of 375 Gold (9K). The front side is fully formed. It´s a timeless jewellery piece for any occasion!;pendant, little sea horse, 9K GOLD;
431034;Pendant, Four-Leaved Clover, 9K Gold;A wonderfully designed pendant that is shaped as a four-leaved clover, which will bring you luck any day of your life. It is a wonderful gift to a person that deserves a lucky charm. High quality and fine craftsmanship. 9K Gold.;pendant, four-leaf clover, 9K GOLD;
431035;Pendant, Cross with Diamond Cut, 9K Gold;This cross pendant has a beautiful diamond cut of highest quality. The pendant is a timeless jewellery piece, which can be a great gift and will last for a lifetime. 9K Gold.;pendant, cross with diamond cut, 9K GOLD;
431036;Heart ear studs, bi-colour, 9K Gold;A cute pair of ear studs which are definitely an eye-catcher. The bi-coloured frame is beautifully finished which ensures a stunning look at any occasion.;earring studs, little heart, 9K GOLD;two tone, rhodium colored
431037;Pendant with Zirconia, Bi-coloured, 9K Gold;A wonderful pendant for elegant ladies! The bicoloured design is beautiful and shines out on any occasion. The zirconia element adds a little extra to the pendant, and it goes perfectly with one of our necklaces chains or bicoloured gold earrings. The pendant is made of 9K Gold and the measurements are 20mm x 7mm. The pendant is partly rhodium plated to protect the surface from tarnishing.;pendant with zirconia, two tone, 9K GOLD;partly rhodium plated
431038;Pendant, Drop Shape, Light Blue, 9K Gold;This drop shaped pendant has a light blue, aqua coloured glass stone. The 9K Gold is of high quality and the design is timeless and classic. A great gift to a wonderful person. 9K Gold.;pendant, drop synthetic spinell, 9K GOLD;aqua colored
431039;Stud Earrings, Bi-Coloured, Zirconia, 9K Gold;This pair of stud earrings has a beautiful bi-coloured design. The zirconia crystal gives an extra touch to the jewellery pair and the earrings serve as a wonderful gift to a special person. The surface is partly rhodium plated. 9K Gold.;earring studs two tone zirconia, 9K GOLD;two tone, rhodium colored
431040;Pendant, Drop Shape, Dark Red, 9K Gold;This drop shaped pendant has a dark red, garnet coloured glass stone. The 9K Gold is of high quality and the design is timeless and classic. A great gift to a wonderful person. 9K Gold.;pendant, drop granat, 9K GOLD;
431041;Pendant, Drop Shape, Purple, 9K Gold;This drop shaped pendant has a purple, amethyst coloured glass stone. The 9K Gold is of high quality and the design is timeless and classic. A great gift to a wonderful person. 9K Gold.;pendant, drop amethyst, 9K GOLD;
431042;Pendant, Cross, Diamond Cut, 9K Gold;This cross pendant is beautiful and chic. The surface is adorned with a fine diamond cut, which lets the pendant look stunning and unique. A great gift to a special person. 9K Gold.;pendant, cross with diamond cut, 9K GOLD;
431043;Pendant, Cross, Diamond Cut, 9K Gold;This cross pendant is beautiful and chic. The bi-coloured surface is adorned with a fine diamond cut, which lets the pendant look stunning and unique. A great gift to a special person. 9K Gold.;pendant, cross with diamond cut, 9K GOLD;
431044;Stud Earrings, Butterfly, Pink/ White, 9K Gold;This adorable pair of stud earrings features a pink/ white lacquered butterfly, which can remind of the colourful and lively spring and summer, during dark and cold winter times. 9K Gold.;earrings, butterfly rose-white, 9K GOLD;pink/white
431045;Pendant, Flower, Multi-Coloured, 9K Gold;This pendant is a beautiful present for kids. It's a pink/ white lacquered flower pendant of 9K Gold with a fine finish and an adorable colour combination. It will quickly become your girl's favourite jewellery piece!;pendant flower multicolored 9K GOLD;kids jewellery
431046;;;earrings, butterfly, 9K GOLD;blue enameled
431047;;;earrings, butterfly, 9K GOLD;red enameled
431048;;;earrings, butterfly, 9K GOLD;violet enameled
431049;;;hoop earrings, bicolor 9K RedGOLD;red colored GOLD 375/000, in the middle a narrow strip rhodium-plated
431050;Hoop Earrings, Bi-Coloured, 9K Red Gold;A wonderful pair of red gold hoop earrings with a bi-coloured design and a fine diamond cut. The surface is partly rhodium plated for protecting the jewellery from tarnishing. This pair of hoop earrings is a very nice gift for a special person. 9K Red Gold.;hoop earrings, bicolor 9K RedGOLD;red colored GOLD 375/000, rhodium-plated
431051;Hoop Earrings, Bi-Coloured, 9K Red Gold;A wonderful pair of red gold hoop earrings with a bi-coloured design and a fine diamond cut. The surface is partly rhodium plated for protecting the jewellery from tarnishing. This pair of hoop earrings is a very nice gift for a special person. 9K Red Gold.;hoop earrings, bicolor 9K RedGOLD;red colored GOLD 375/000, rhodium-plated
431052;Hoop Earrings, Bi-Coloured, 9K Gold;A wonderful pair of 9K gold hoop earrings with a bi-coloured design and a fine diamond cut. The hoop earrings are partly rhodium plated for protecting the jewellery from tarnishing. The earrings are partly matte polished, which makes them look stunning and chic. This pair of hoop earrings is a very nice gift for a special person. 9K Gold.;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
431053;Hoop Earrings, Bi-Coloured, 9K Gold;A wonderful pair of 9K gold hoop earrings with a bi-coloured design and a fine diamond cut. The hoop earrings are partly rhodium plated for protecting the jewellery from tarnishing. The earrings are partly matte polished, which makes them look stunning and chic. This pair of hoop earrings is a very nice gift for a special person. 9K Gold.;hoop earrings, two tone, 9K GOLD;partly rhodium-plated
