itemno;title;description;abe-title;abe-description
00119;necklace, beads, green-brown;This is a beautiful high-quality necklace with extraordinary-shaped synthetic khaki and olive beads, combined with fancy lens-shaped 24 mm khaki-coloured plastic parts, on a 2-fold 0,6 mm olive cord. The length is adjustable by two movable knots.;Kette, Linse khaki-matt Perle oliv;Collier mit linsenförmigem Kunststoff-Teil 24mm in khaki, seidig schimmernd matt, kombiniert mit ausgefallenen Kunststoffteilen in khaki und oliv, 2-fach Kordel 0,6mm oliv, längenverstellbar mittels Schiebeknoten
00120;Bangle Set, 5 Pieces, Red/ Silver-Grey;The set of bangles compounds 5 separate bangles of red and silver-grey colour. The bangles look great together, but they can also be worn separately. It is a great accessory for this year's fashion.;Armreifen, Ringspiel rot-silbergrau;modisches Armreifen Ringspiel mit Kunststoffringen 3x dunkelrot und 2x silbergrau gespritzt, Innendurchmesser 65mm, gesamt 26mm breit
00121;Necklace, Brown/Black Tones, Great Design;A beautiful necklace of different wooden and synthetic beads. The light and dark brown tones look great together and the entire necklace will always be an eyecatcher for its unique design. The clasp is gold-coloured. The jewellery piece is handmade and designed in Germany.;Kette, braun-schildpatt-horn;-
00122;Necklace, Glass Beads, Pink/Lilac, Wire Cord;This necklace suits perfectly to this year's fashion style. Differently shaped pink/lilac and transparent beads are well combined. The necklace is beaded on a two-fold, silver-coloured metallic wire cord, which is synthetically coated for a more comfortable feeling when wearing it. The clasp is silver-coloured. Designed and handmade in Germany.;Kette, Glas, rosa-flieder, auf Draht;alle Perlen aus hochwertigem Glas, Verschluss silberfarbig
00123;Necklace, Nougat/Light Brown/Dark Brown Colours;A beautiful necklace of different wooden and synthetic beads. The light and dark brown tones look great together and the entire necklace will always be an eyecatcher for its unique design. The jewellery piece is handmade and designed in Germany.;Kette, nougat-ocker-muskat-dunkelbraun;-
00124;Necklace, Brown Beads, Different Shapes and Colour Tones;A classic necklace of differently shaped brown beads.  The twofold cord on the neck side of the necklace has two adjustable knots for easily changing the length. The entire necklace is handmade and designed in Germany. Such jewellery piece is a unique eyecatcher that can be used any time of the day, but it can also be a great accessory for evening clothing.;Kette, dunkelbraun-ahorn-altmessing;Kunststoff-Perlen
00125;Necklace, Dark Brown/ Silky Shimmering;This necklace is beaded of stunning dark brown/ silky shimmering beads. The different shapes and colour tones of the beads fit perfectly together and the two-fold cord matches well. The clasp is gold-coloured and has a small extension chain for easily adjusting the length of the necklace. The entire piece is handmade and designed in Germany.;Kette, dunkelbraun-seidig, Kordel;-
00126;Necklace, Square Bead, Black/Copper/Brown Coloured;This necklace has a beautiful black/copper colour/ brown style. The beading is done sophisticatedly on a dark brown cord. The special eye catcher of this necklace is the rectangular bead in the middle. The chain elements around the rectangular bead give an urban and fashion forward touch to the necklace. The cord has two movable knots for easily adjusting the lenght. The jewellery piece is handmade and designed in Germany. Great quality for a little price!;Kette, Viereck schwarz-kupfer braun;-
00127;Necklace, Flat Tube Bead Pendant, Dark Blue;Classic and chic is this necklace with a dark blue marbled flat curved tube bead (54x19 cm). The six-fold cord matches perfectly, as it is divided into 4 black cords (1mm thin) and 2 dark blue cords (1mm thin). The entire design makes the necklace appear stunning and eye-catching! The clasp is silver coloured and has an small extension chain (ca. 5cm) for easily adjusting the length. The necklace is handmade and designed in Germany.;Kette, Rohr flach-gebogen blau-schwarz;zeitloses Collier mit Kunststoff-Teil 54x19mm in dunkelblau-schwarz-marmoriert, jedes Teil ein Unikat! 4-fach Kordel schwarz und 2-fach blau, Verschluss silber-farbig mit Verlängerungskettchen
00130;Clip Earrings, Dark Purple, Silky Shimmering;A very nice pair of clip earrings. The trapezium shape looks elegant and unique. The dark purple colour has a silky shimmering surface, which looks very chic. The clips are silver-coloured and nickelfree.;Clip, Trapez, dunkellila seidig-glänzend;-
00131;Clip Earrings, Red/ White, Colour Effect;This pair of clip earrings has a special colour effect due to its unique surface of red and white colour patterns. The clip earrings have a gold coloured clip, which is of high quality.;Clip, 16mm, gehämmert, rot-weiß-AB;-
00133;Necklace, Screw Bead, Mixed Colour Combination of Beads;This necklace has a beautiful mixed colour style. The colour tones are mainly grey, brown, antique gold-coloured and orange. The beading is done sophisticatedly on a dark grey cord. The cord has a gold-coloured clasp with a small extension chain for easily adjusting the length. The jewellery piece is handmade and designed in Germany. Great quality for a little price!;Kette, Schraubenperle braun;-
00138;Necklace, Brown/Orange/ Ochre Beads;This necklace has a beautiful light brown/orange colour style. The beading is done sophisticatedly on a brown cord. The cord has a gold-coloured clasp with a small extension chain for easily adjusting the length. The jewellery piece is handmade and designed in Germany. Great quality for a little price!;Kette, bernsteinfarbig, ocker;-
00142;;;Clip, oval, weiß-grau-marmoriert;-
00144;Necklace, curb chain with beads;This beautifully designed necklace has a nice combination of extraordinary shaped, mint/turquoise beads. They are combined on a 12 mm thick, light-silver aluminum curb chain.  Sophisticated and eye-catching!;Kette, Weitpanzer, mint-türkis;sehr dekoratives Collier mit ausgefallenen Kunststoffperlen in den aktuellen Sommerfarben mint-türkis, Aluminiumkette 12mm breit in silber-hell
00148;;;Kette, Perle elfenbein-braun-glänzend;Collier aus weichem Gummi 8mm stark mit großer Kunststoffperle, 30mm, als einzigem Blickfang, umlaufen ohne Verschluss
00150;necklace, lilac/gray beads, double wire-cord;This is a pretty necklace with fashionable colours. The lilac square-shaped beads (23x16mm) are combined with chic silk-gray beads on a double wire-cord. The clasp is adjustable for different lengths. It is a beautiful design and a unique style that shines out every fancy or casual occasion.;Kette, fliederfarbig mit Flitter, Draht;-
00154;Necklace, Beads, Brown/ Orange;This necklace suits perfectly to this year's fashion style. Differently shaped brown and orange coloured beads are composed to a beautiful autumn colour necklace. The tube bead in the bottom middle measures 37x15mm and it is combined with orange, brown and topas coloured plastic bead elements. The twofold cord is 0.6mm thin and has a brown colour. Designed and handmade in Germany.;Kette, braun-crash, orange-braun-gold;modisches Collier mit Kunststoff-Walze 37x15mm topas-farbig, kombiniert mit ausgefallenen Kunststoffteilen in orange , braun, topas-farbig und gold-farbig, verbunden mit 2-fach Kordel 0,6mm braun
00155;;;Kette, Viereck schwarz-weiß-marmoriert;Collier aus weichem Gummi 8mm mit Kunststoffperle in weiß-schwarz, 25mm, als einzigem Blickfang, umlaufend ohne Verschluss
00157;necklace black and white beads;This is a beautiful high-quality necklace with stone-shaped synthetic black and white beads, combined with fancy plastic parts in black and white, on a 2-fold 1mm black cord. The length is adjustable by two movable knots.;Kette, schwarz-weiß und silber-matt;Collier mit Kunststoffperlen in schwarz und weiß kombiniert mit Teilen in silber-matt und silber-glänzend, kombiniert mit Kordel 0,8mm in schwarz, längenverstellbar mittels Schiebeknoten
00158;Necklace, Light Brown Marbled Beads, Chain Elements;This necklace has a beautiful light brown marbled colour style. The beading is done sophisticatedly on a brown cord. The special eye catcher of this necklace are the two large round beads in the middle. The chain elements, give an urban and fashion forward touch to the necklace. The cord has two movable knots for easily adjusting the length. The jewellery piece is handmade and designed in Germany. Great quality for a little price!;Kette, hellbraun-marmoriert;-
00160;Clip Earrings, Purple/ White, Colour Effect;This pair of clip earrings has a special colour effect due to its unique surface of purple and white colour patterns. The clip earrings have a gold coloured clip, which is of high quality.;Clip, 14mm, gehämmert, lila-weiß-AB;-
00164;necklace, beads, red-orange, ochre;A beautifully decorative necklace with different fancy plasic beads which are silky orange, orange transparent and matte-orange. Brilliantly colour coordinated with ochre-coloured wooden beads and a two-folded red/orange viscose cord (0.6mm). A gorgeous necklace for bright times!;Kette, rot-orange, Holzperle ocker;dekoratives Collier mit verschiedenen ausgefallenen Kunststoff-Teilen in orange-seidig, orange-transparent und orange-matt, farblich abgestimmt mit ockerfarbigen Holzperlen, verbunden mit 2-fach Viscose-Kordel 0,6mm rot-orange
00165;Pendant, Small Balls, Stainless Steel;This playful pendant has a great design. The little balls that are inside the pendant, behind the thin bars, are moving. The pendant measures 35x10mm and it has a glossy surface. The jewellery piece is well finished and looks extraordinary chic and unique. The weight is 8.6g.;Anhänger, Viereck mit Kugeln, Edelstahl;mit beweglichen Kugeln, Gewicht: 8,6g, Anhängeröse 5x4mm
00168;PENDANT, CROSS, STAINLESS STEEL;;Anhänger, Kreuz mit Zirkonia, Edelstahl;Gewicht: 3,9g
00170;necklace, stone bead, gold-tone;This necklace is beautifully beaded on a white cord. The bead combination has transparent, nicely shaped and golden-colored stone-shaped beads as well as screw-shaped transparent dim beads. The two-fold cord is 0.6mm thick and the length is easily adjustable by two movable knots.;Kette, Steinperle gold-kristall, weiß;sehr edles Collier mit dekorativen Kunststoffperlen in kristall-schliff, Perle steinförmig in kristall mit goldfarbiger Einlage, Schraubenperle in kristall-matt, verbunden mit 2-fach Kordel 0,6mm weiß, längenverstellbar mittels Schiebeknoten
00173;;;Kette, Glas, rot-AB blutstein;filigranes Collier mit Perlen aus hochwertigem Glas - teilweise mit AB-Oberfläche (Aurore Boréale, Spiegeleffekt), rot und blutstein, auf 2-fach Draht rot kunststoffummantelt, Verschluss silber-farbig
00175;Necklace, Glass Beads, Olive/ Yellow/ Brown;An elegant necklace of colours and design. The jewellery piece is beaded of glass beads that are put together to a great colour composition. The twofold wire cord is synthetically coated for a very nice wearing comfort. The bead colours are a mix of olive green, yellow and brown and the clasp is gold-plated. The necklace is entirely made and designed in Germany.;Kette, Glas, Olive gelb-braun-mt, go;hochwertige Glasperlen matt-gelb, mit Farbeinschlüssen
00178;;;Set, Strasskette Ohrstecker lila-silber;dekoratives Strass-Set mit Halskette und Strass-Stecker, mit Glassteinen, Stein Mitte ca. 18x13mm, Kette ca. 36cm plus Verlängerungskettchen etwa 10cm, Ohrstecker etwa 37x13mm, Oberfläche rhodiniert anlaufgeschützt, kann daher dunkler sein als auf dem Foto
00189;;;Clip, Halbcreole, blutstein, Zacken;-
00193;Necklace, Seashell Bead, Copper/ Brown Colours;This necklace has a beautiful copper colour/ brown style. The beading is done sophisticatedly on a brown cord. The special eye catcher of this necklace is the seashell bead in the middle. The chain elements around the shell bead, give an urban and fashion forward touch to the necklace. The cord has two movable knots for easily adjusting the length. The jewellery piece is handmade and designed in Germany. Great quality for a little price!;Kette, Muschelperle kupferfarbig;-
00195;Necklace, White/ Gold/ Transparent Colours;This necklace is chic and up-to-date with this year's winter fashion. The high quality beads of synthetic material are well composed to a designer necklace. The octagonal large bead measures 25x28mm and has a cristall/dull colour with a gold-coloured spatter design. The two 2nd largest beads measure 18x16mm and they as well have a gold coloured surface. The beads and the white cord (0.6mm) match great together and the design of beading is unique and edgy. The cord has two movable knots, which make it easy to adjust the length of the necklace. The jewellery piece is handmade and designed in Germany by GALLAY.;Kette, weiß-kristall-gold;sehr edles Collier mit hochwertigen Kunststoffteilen, Achteck-perle 25x28mm  kristall-matt mit aufgespritzten goldfarbigen Fäden, kombiniert mit Walze 18x16mm kristall-transparent Oberfläche gehämmert mit goldfarbigem Überzug, 2-fach Kordel 0,6mm weiß, län
00199;Leverback Earrings, Glass Beads, Kiwi;A fruity pair of leverback earrings that have a kiwi-green colour, which is mixed with some black colour spots. The earrings are perfect for fashionable women and for fitting them with some green, brown or grey clothing.;Brisur, Glasolive kiwi-braun-schwarz;Brisur mit hochwertiger Glasolive, grün mit braun
