itemno;title;description;gallay title;gallay description
91511;Stud Earrings, Cross with Crystal, Silver 925;This pair of stud earrings is shaped as a little cross with a chic glass stone crystal in its middle. A classic pair that will suit for any occasion. Silver 925.;earrings, cross with stone, silver 925;glass-stone, crystal
91512;Pendant, White Zirconia, Silver 925;This pendant has an elegant shape and the white zirconia crystal looks just stunning in its middle. Silver 925.;pendant, zirconia white, silver 925;
91513-62;;;ring, intertwined, silver 925;
91514;Hoop Earrings, Diamond Cut, Silver 925;This pair of hoop earrings is elegant and classic. The pair has a chic diamond cut and the surface is rhodium plated to protect the jewellery from tarnishing. A great pair for any occasion. Silver 925.;earring hoops, diamond cut, silver 925;surface rhodinized for tarnish protection
91515;Leverback Earrings, Silver 925;This pair of leverback earrings has a wonderful and eyecatching design. Its surface is rhodium plated to protect the earrings from tarnishing. A great gift to an elegant lady. Silver 925.;earrings leverback, silver 925;surface rhodinized for tarnish protection
91516-62;;;ring, thin split bow, silver 925;
91516-64;;;ring, thin split bow, silver 925;
91517;Leverback Earrings, Freshwater Bead, Silver 925;This beautiful pair of leverback earrings has a twisted drop charm, which holds a white freshwater pearl in its middle. The surface of the leverback earrings is beautifully finished as well as rhodium plated for protecting the pair from tarnishing. An elegant pair of earrings for any occasion! Silver 925.;earring leverback rhodinized, silver 925;with cultured freshwater pearls, surface rhodinized for tarnish protection
91518;Pendant, Cancer, Rhodium Plated, Silver 925;This cancer pendant can well be used as a zodiac sign pendant. Its tail is movable and the surface is rhodium plated to protect the pendant from early tarnishing. Silver 925.;pendant, cancer, rhodinized, silver 925;tail moveable, surface rhodinized for tarnish protection
91519;Hoop Earrings, Oval & Twisted, Silver 925;This pair of hoop earrings has a fashionable design of oval shaped and twisted hoops. The surface has a beautiful diamond cut with a chic pattern. The jewellery pair is rhodium plated and therefore protected from tarnishing. Silver 925.;hoop earrings oval, twisted, silver 925;surface rhodinized for tarnish protection
91520;Pendant, 3 Flowers, Rhodinized, Silver 925;This pendant of three differently sized flowers is a has a beautiful matte finished design. The flowers have a detailed finish and the surface is rhodium plated for protecting the earrings from tarnishing. Silver 925.;pendant 3 flowers rhodinized, silver 925;surface rhodinized for tarnish protection
91521;;;hoop earrings oval, twisted, silver 925;surface rhodinized for tarnish protection
91522;Stud Earrings, Right & Left Foot, Silver 925;This adorable pair of stud earrings represents two little baby feet. A right one and a left foot, each for one earlobe. A great gift to a mom or a child. Silver 925.;earrings, feet, right-left, silver 925;
91523;Stud Earrings, Heart with Arrow, Silver 925;This pair of stud earrings is perfect for lovers! It represents a heart with an arrow going through and symbolizes therefore love! The surface is oxidized, which gives the jewellery pair an antique silver look. Silver 925.;earrings, heart with arrow, silver 925;
91524;earrings, cube, silver 925;This is a wonderful pendant with a crystal quadrangular rhinestone. It has the Aurora Boralis effect. Elegant and stunning! Silver 925;earrings, crystal elements, silver 925;
91525;Hoop Earrings, Double, Oval, Silver 925;This pair of hoop earrings has a fashionable design of oval shaped, doubled hoops. The jewellery pair is rhodium plated and therefore protected from tarnishing. Silver 925.;earring hoops, double oval, silver 925;surface rhodinized for tarnish protection
91526;pendant, best-friends, silver 925;This is a beautiful and sophisticated friendship pendant. It is shaped as a heart which can be taken apart into two separate pendants. Perfect for two best friends! Antique silver 925.;pendant, best-friends, silver 925;friendship jewellery, antique silver 925
91527;Hoop Earrings, Diamond Cut, Silver 925;This pair of hoop earrings is elegant and classic. The pair has a chic diamond cut and the surface is rhodium plated to protect the jewellery from tarnishing. A great pair for any occasion. Silver 925.;earring hoops, diamond cut, silver 925;surface rhodinized for tarnish protection
91528;Pendant, Oval Zirconia, Silver 925;This pendant is a chic and eyecatching jewellery piece, which can serve as a wonderful gift as it is timeless and elegant. The zirconia crystal adds a special touch to the pendant and the design is unique and stunning. Silver 925.;pendant, oval zirconia, silver 925;
91529;Pendant, Zirconia, Silver 925;This pendant is a chic and eyecatching jewellery piece, which can serve as a wonderful gift as it is timeless and elegant. The zirconia crystal adds a special touch to the pendant and the design is unique and stunning. Silver 925.;pendant, zirconia, silver 925;
91530;Leverback Earrings, 2 Oval Rings, Silver 925;This pair of leverback earrings has a wonderful design of two oval rings. The surface of one of the two rings on each earring has a fine diamond cut. The surface is rhodium plated and protects the earrings from tarnishing. Silver 925.;earrings, leverback 2 ovals, silver 925;surface rhodinized for tarnish protection
91531;Stud Earrings, Pink Zirconia, Silver 925;This pair of stud earrings has a sophisticated design and is of high quality. The quadrangular design of the earrings have a small pink zirconia incorporated in its middle. These earrings are a nice accessory for elegant women! Silver 925;earring zirconia pink, silver 925;
91532;Hoop Earrings, Diamond Cut, Silver 925;This pair of hoop earrings is elegant and classic. The pair has a chic diamond cut and the surface is rhodium plated to protect the jewellery from tarnishing. Partly, the earrings have a matte-polished surface. A great pair for any occasion. Silver 925.;earring hoops, diamond cut, silver 925;matt finish, edged with diamond cut, surface rhodinized for tarnish protection
91533;Hoop Earrings, Diamond Cut, Silver 925;This is a fine pair of hoop earrings, which have a beautiful diamond cut. The hinge earrings have a high quality. The pattern makes the pair look elegant and chic and the earrings can be used for various occasions.;earring hoops, diamond cut, silver 925;matt finish, edged with diamond cut, surface rhodinized for tarnish protection
91534;Pendant, 3 Zirconia Crystals, Silver 925;A beautiful pendant with 3 zirconia crystals, that are a stunning eyecatcher on the jewellery piece. Silver 925.;pendant, 3x1 zirconia, silver 925;
91535;Hoop Earrings, Diamond Cut, Silver 925;A beautiful pair of hoop earrings with a fine diamond cut, that gives a great pattern to the pair of earrings. The surface of the earrings is rhodium plated for protecting the pair from early tarnishing. Silver 925.;earring hoops, diamond cut, silver 925;surface rhodinized for tarnish protection
91536;Pendant, Zirconia Crystals, Silver 925;A beautiful pendant with zirconia crystals and a unique design, which makes the pendant a stunning eyecatcher. Silver 925.;pendant, zirconia, silver 925;
91537;;;earring hoops, diamond cut, silver 925;surface rhodinized for tarnish protection
91541;Hook Earrings, 3 Chains on a ring, Silver 925;A well finished pair of hook earrings with 3 chains on a ring. The lower ball is attached to the chains - two snake chain elements of 4cm and one knitting-style chain element of 3cm length. It's a wonderful accessory belonging to today's fashion. Silver 925.;earhooks, 3 chains on ring, silver 925;
91542;Leverback Earrings, Silver 925;This pair of leverback earrings has a stunning design and a beautiful finish. The surface is rhodium plated to protect the earrings from tarnishing. Silver 925.;earrings, leverback, silver 925;surface rhodinized for tarnish protection
91543;;;earring hoops oval zirconias, silver 925;surface rhodinized for tarnish protection
91544;Leverback Earrings, Zirconia, Silver 925;This pair of leverback earrings has a stunning design and a beautiful finish with zirconia crystals on one side. The surface is rhodium plated to protect the earrings from tarnishing. Silver 925.;earring leverback, zirkonia, silver 925;surface rhodinized for tarnish protection
91546;Leverback Earrings, Pink Zirconia, Silver 925;This pair of leverback earrings has a sophisticated design and is of high quality. The quadrangular charms of the leverback earrings have a small pink zirconia incorporated in in the lower corner. These earrings are a nice accessory for elegant women! Silver 925;leverback, zirconia pink, silver 925;
91549;;;hoop earrings, matt/polished, silver 925;diamond cut
91550;;;hoops, dog with dots, silver 925;
91551;Leverback Earrings, Silver 925;This pair of leverback earrings looks elegant and classy. It has a sophisticated design and it is rhodium plated which protects the surface from tarnishing. Silver 925;leverback, silver 925;
91553;;;earring studs, dog with dots, silver 925;
91556;Stud Earrings, Dolphins, Shiny, Silver 925;This very cute pair of shiny dolphin ear studs can be worn on any occasion. It is classic and timeless for the young and the young hearted. The surface is rhodium plated and therefore protected from tarnishing. Silver 925;earrings, dolphins, shiny, silver 925;surface rhodium plated for tarnish protection
91557;earstuds, elephant, silver 925;This is a gorgeous and cute pair of elephant ear studs with an upwards pointing trunk. It is a suitable pair that can be worn on any occasion. For the young and the young at heart! silver 925;earstuds, elephant, silver 925;upwards elongated Trunk
91558;Leverback Earrings, Dolphins, Silver 925;This very cute pair of shiny dolphin leverback earrings can be worn on any occasion. It is classic and timeless for the young and the young hearted. The surface is rhodium plated and therefeor protected from tarnishing. Silver 925;leverback earrings, dolphins, silver 925;surface rhodium plated for tarnish protection
91564;leverback earrings, ladybird, silver 925;This is an adorable and classy pair of leverback earrings shaped as small ladybirds. The surface is red and black lacquered and the material is sophisticated silver 925.;leverback earrings, ladybird, silver 925;running ladybird
91566;;;pendant, dog with dots, silver 925;
91569;Pendant, Pearl with Zirconia, Silver 925;This pendant is elegant and chic. The cultured freshwater pearl is surrounded by many zirconia crystals and the combination of both makes the accessory be beautiful and chic. The design looks very elegant and the jewellery piece is of high quality. The surface of the silver 925 is rhodium plated to protect the pendant from tarnishing. Silver 925.;pendant pearl with zirconia, silver 925;cultured freshwater pearl with many zirconias, surface rhodinized for tarnish protection
91570;pendant, ladybird red-black, silver 925;This beautiful ladybird pendant is the perfect gift for any little girl. It has a black and red lacquered surface and a diameter of 7mm. Silver 925;pendant, ladybird red-black, silver 925;7mm, black and red lacquered
91571;Leverback Earrings, Zirconia, Silver 925;This pair of leverback earrings has a stunning design and a beautiful finish with zirconia crystals. The surface is rhodium plated to protect the earrings from tarnishing. Silver 925.;earring leverback, zirconias, silver 925;surface rhodinized for tarnish protection
91577;Leverback Earrings, Horse, Silver 925;This is a beautiful pair of leverback earrings for equestrians or just someone who loves animals/horses. It is a classic and timeless pair of earrings for the young and the young hearted. The surface is rhodium plated and therefeor protected from tarnishing. Silver 925;leverback earrings, horse, silver 925;surface rhodium plated for tarnish protection
91578;;;pendant, green elephant, silver 925;the back is silver
91581;;;pendant, Jesus-sign, fish, silver 925;
91582;;;earrings, hoops, zirconia, silver 925;surface rhodinized for tarnish protection
91583;;;earring leverback, zirconias, silver 925;surface rhodinized for tarnish protection
91584;;;pendant, Jesus-sign, fish, silver 925;with zirconias
91589;;;leverback earrings, cross, silver 925;
91590;Leverback Earrings, Cross, Silver 925;A unique pair of leverback earrings, shaped as classic crosses, which have a light blue lacquered surface. Silver 925.;leverback earrings, cross, silver 925;
91591;Pendant, Horse, Silver 925;A classic and beautiful horse pendant for all horse lovers! The surface is rhodium plated and protects the pendant from tarnishing. Good quality and nice finishing. Silver 925;pendant, horse, silver 925;surface rhodium plated for tarnish protection
91592;;;hoop earrings, zirconia, silver 925;
91593;Stud Earrings, Bee, Black/ Yellow, Silver 925;This adorable pair of bee earrings is a beautiful pair of children jewellery. The bee is well finished and has a cute design of black and yellow lacquered details. Silver 925.;earrings, bee, black-yellow, silver 925;kids jewellery
91595;Stud Earrings, Crystal Lime, Silver 925;A cute and classic pair of stud earrings with crystal lime glass stones. Elegant and eyecatching for any occasion. Silver 925.;earrings, crystal lime, silver 925;
91597;;;earrings, knot with crystal, silver 925;
91599;Heart Pendant with Angel, Silver 925;This is a beautiful and sophisticated heart pendant, which has a small angel on its surface. The backside has the engraving -Gott schütze dich-, meaning -God protects you- or -God blesses you-. The surface is rhodium plated and protects the pendant from tarnishing. Silver 925;pendant heart with angel, silver 925;with engraving on the back -Gott schütze Dich- surface rhodium plated for tarnish protection
91600;;;earrings, blue triangles, silver 925;
91601;Leverback Earrings, Amethyst & Flower, Silver 925;This pair of leverback earrings has a small flower engraved underneath the leverback clasps. The little pendant hanging from the flowers is amethyst coloured glass stone, which looks stunning and sophisticated. Silver 925;leverback, flower amethyst, silver 925;glas-stone
91602;;;earrings, lime triangles, silver 925;
91603;EARRINGS, WHITE BEAD 7MM, SILVER 925;;earrings, white bead 7mm, silver 925;
91604;Friendship Pendant, LO-VE, Silver 925;This friendship pendant is a beautiful symbolic jewellery piece for the love between two people. Each person can have one half of the heart and even the word LOVE is split into two parts, which makes the pendant fitting together. The two pendants can be split apart and then have two separate eyelets. Silver 925.;friendship pendants, LO-VE, silver 925;friendship jewelry, two hearts as one, the pendants can be split into two different ones
91605;;;pendant, horse-head, silver 925;massiv
91606;friendship pendants, dolphins, 925;This is a beautiful and sophisticated friendship pendant which can be taken apart and used as two separate pendants. Therefore it has two eyelets. Combined to a heart, surrounded by two dolphins it symbolizes affection and interdependence. It is the perfect symbol to keep your friendship or partnership alive forever. Silver 925;friendship pendants, dolphins, 925;friendship jewelry, two hearts as one, the pendants can be split into two different ones,
91607-62;;;ring, thick, D-shaped, silver 925;
91608-62;;;ring, thick, hammered, silver 925;
91608-70;Ring, Thick, Hammered Design, Silver 925;This ring is a chic accessory with a hammered surface. The ring has a high quality and a sophisticated finish. Silver 925.;ring, thick, hammered, silver 925;
91609-54;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-56;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-58;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-62;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-64;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-66;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-72;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91609-74;Ring, Vaulted, Matte-Finish, Silver 925;This ring is a beautiful jewellery accessory that is vaulted to the inside. The design of lines is sophisticatedly supported through a matte-finished surface. The two inner thin lines are a fine diamond cut, which makes the ring look chic and elegant. Silver 925.;ring, concave, matt finish, silver 925;
91610-54;Ring, 3 Lines, Edgy, Diamond Cut, Silver 925;This ring has a unique edgy design. The ring has three lines that are a sophisticated diamond cut. The ring looks chic and elegant and will certainly be an eyecatcher at any occasion! Silver 925.;ring, 3 lines diamond cut, silver 925;
91610-62;Ring, 3 Lines, Edgy, Diamond Cut, Silver 925;This ring has a unique edgy design. The ring has three lines that are a sophisticated diamond cut. The ring looks chic and elegant and will certainly be an eyecatcher at any occasion! Silver 925.;ring, 3 lines diamond cut, silver 925;
91611;Stud Earrings, Zirconia, Silver 925;This pair of stud earrings is classic and elegant. The zirconia crystal is well incorporated and the surface of the earrings is rhodium plated to protect the earrings from tarnishing. Silver 925.;earring studs with zirconia, silver 925;surface rhodinized for tarnish protection
91612-56;Ring, D-Shaped, Matte-Finish, Silver 925;This ring has a beautiful design with a matte-finished surface and shiny edges. The ring looks chic and elegant and will certainly be an eyecatcher at any occasion! Silver 925.;ring, D-shaped, matt finish, silver 925;
91612-62;Ring, D-Shaped, Matte-Finish, Silver 925;This ring has a beautiful design with a matte-finished surface and shiny edges. The ring looks chic and elegant and will certainly be an eyecatcher at any occasion! Silver 925.;ring, D-shaped, matt finish, silver 925;
91613-56;;;ring, middle with wavy cut, silver 925;
91613-62;Ring, Wave, Diamond Cut, Silver 925;This ring has a beautiful design that is caused by a beautiful, wavy diamond cut. The ring looks chic and elegant and will certainly be an eyecatcher at any occasion! Silver 925.;ring, middle with wavy cut, silver 925;
91613-68;;;ring, middle with wavy cut, silver 925;
91614-56;;;ring, flat shaped, polished, silver 925;
91615;;;leverback earrings, CZ black, silver 925;
91616;Hoop Earrings, Matte Finished, Silver 925;This pair of hinged hoop earrings is beautifully designed and well finshed. The surface is matte-finished and rhodium plated to protect the earrings from tarnishing. Silver 925.;hoop earrings rhodium-plated silver 925;matt finish, hinged hoops, rhodium plated with protection against oxidation
91617-56;;;ring, matt with 3 lines, silver 925;
91617-62;;;ring, matt with 3 lines, silver 925;
91618-42;Ring, Pink Flower, Silver 925;An adorable ring for children with a little pink flower of 7mm. Every petal is coloured with a slightly different pink tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower pink, silver 925;children's ring with glas-stone pink
91618-44;Ring, For Children, Pink Flower, Silver 925;An adorable ring for children with a little pink flower of 7mm. Every petal is coloured with a slightly different pink tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower pink, silver 925;children's ring with glas-stone pink
91618-46;Ring, For Children, Pink Flower, Silver 925;An adorable ring for children with a little pink flower of 7mm. Every petal is coloured with a slightly different pink tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower pink, silver 925;children's ring with glas-stone pink
91618-48;Ring, For Children, Pink Flower, Silver 925;An adorable ring for children with a little pink flower of 7mm. Every petal is coloured with a slightly different pink tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower pink, silver 925;children's ring with glas-stone pink
91619-56;;;ring prism patterned silver 925;
91620-56;;;ring, D-shaped, polished, silver 925;
91620-64;;;ring, D-shaped, polished, silver 925;
91621-58;;;ring, border with diamond cut, 925;
91623-70;;;ring, grooves, silver 925;
91624;Friendship Pendants, Double Puzzle, Silver 925;This is a beautiful and sophisticated friendship pendant which can be taken apart and used as two separate pendants. Therefore it has two eyelets. Combined to a small puzzle it symbolizes interdependence and matching. With the two little hearts on them it is the perfect symbol to keep your friendship or partnership alive forever. Silver 925;friendship pendants, double-puzzle, 925;separable friendship pendant with two eyelets, similar to a jigsaw puzzle, can be broken into two separate pieces
91625;friendship pendants, 4ever-2gether, 925;This is a beautiful separable friendship pendant with two eyelets. It has a chic engraving with '4 EVER' on one half and '2 GETHER' on the other half. The heart has a brushed surface and can be broken into two separate pieces. Perfect as a gift for your beloved. Silver 925;friendship pendants, 4ever-2gether, 925;separable friendship pendant with two eyelets, two hearts, one with the lettering '4 EVER', the other with '2 GETHER', brushed surface, can be broken into two separate pieces
91626;friendship pendants, puzzle-heart, 925;This is a beautiful separable friendship pendant with two eyelets. It is shaped as two puzzle pieces which can be broken into two separate pendants. The surface is shiny polished and has a small heart engraved on each puzzle. Perfect as a gift for your beloved or your best friend. Silver 925;friendship pendants, puzzle-heart, 925;separable friendship pendant with two eyelets, similar to a jigsaw puzzle, can be broken into two separate pieces
91627;pendant, JE T'AIME, silver 925;This is a beautiful pendant which is shaped as a rectangular piece of paper or a letter. The surface is shiny polished and has a small heart stamped out in one corner. It has the french engraving 'JE T'AIME' which means I love you. Therefore it serves perfectly as a gift for your beloved. Silver 925;pendant, JE T'AIME, silver 925;rectangle with cut out heart, engraving 'JE T'AIME' (meaning: I love you)
91628;pendant, -Ich liebe Dich- silver 925;sThis beautiful pendant is shaped as a scripture roll with a partly shiny, partly matte-finished surface. It has a small zirconia incorporated in the lower right corner. The German engraving 'ICH LIEBE DICH' (engl. I love you) make the pendant perfectly suitable as a present for your beloved. Silver 925;pendant, -Ich liebe Dich- silver 925;scripture roll with dim-glossy surface, one small zirconia in the lower right corner, German lettering 'ICH LIEBE DICH' (meaning: I love you)
91629;pendant, lock - key, silver 925;This is a wonderful pendant for a strong friendship or an everlasting partnership. Give the person you are close to the key to your heart! The pendant can be worn of one person, or it can be split into two pendants. It is romantic and imaginative. The perfect gift for your best friend or your beloved. Silver 925;pendant, lock - key, silver 925;
91630;Pendant, Wildcat, Rhodium Plated, Silver 925;This pendant resembles a panther. The surface is rhodium plated and well finished for protecting the jewellery piece from early tarnishing. A wonderful accessory for any occasion. Silver 925.;pendant, wildcat, rhodinized, silver 925;like a jaguar, surface rhodinized for tarnish protection
91631-42;Ring, For Children, Red Flower, Silver 925;An adorable ring for children with a little red flower of 7mm. Every petal is coloured with a slightly different red tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower in red, silver 925;children's ring with glas-stone red
91631-44;Ring, For Children, Red Flower, Silver 925;An adorable ring for children with a little red flower of 7mm. Every petal is coloured with a slightly different red tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower in red, silver 925;children's ring with glas-stone red
91631-46;Ring, For Children, Red Flower, Silver 925;An adorable ring for children with a little red flower of 7mm. Every petal is coloured with a slightly different red tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower in red, silver 925;children's ring with glas-stone red
91631-48;Ring, For Children, Red Flower, Silver 925;An adorable ring for children with a little red flower of 7mm. Every petal is coloured with a slightly different red tone and the little glass stone suits perfectly with this playful fashion. Silver 925.;ring, flower in red, silver 925;children's ring with glas-stone red
91632;Pendant, Charm Shell, Silver 925;You love the sea and the beach? This shell charm is the perfect accessory to share your passion with the world. A beautifully designed and well finished charm that can be attached to necklace chains, bags, keys or other accessories. Silver 925.;pendant, charm shell, silver 925;
91633;Stud Earrings, Love, Zirconia, Silver 925;This pair of stud earrings is designed in a special way. It is a pair that belongs together, since both earrings complement eachother to form the word: 'LOVE'. The L and the E are adorned with beautiful zirconia elements. A great accessory for your loved one! Silver 925.;earring, studs with zirconia, silver 925;studs with capitals LO and VE, L an E with zirconias
91634;;;hoop earrings, matt/polished, silver 925;
91635;Leverback Earrings, Clef, Zirconia, Silver 925;This pair of leverback earrings is shaped as a musical clef and has one zirconia element implemented into each of the earrings. The pair is beautifully polished and of great quality. Silver 925.;earring leverback, zirconia, silver 925;clef
91637;Pendant, Clef, Zirconia, Silver 925;Fitting to our pair of leverback earrings that are shaped the same as this pendant, this musical clef is made for musicians. The pendant is beatifully finished, with a glossy surface and a chic zirconia element. Silver 925.;pendant, clef with zirconia, silver 925;
91638;Charm Pendant, Butterfly, Zirconia, Silver 925;This adorable charm pendant has a combination of black and white zirconia stones, which makes the jewellery piece look stunning and unique. The surface is rhodium plated for protecting the pendant from tarnishing. A great little gift for someone special, even suitable for kids or as key chains. Silver 925.;pendant, butterfly, zirconia, silver 925;with black zirconias, surface rhodinized for tarnish protection
91639;Pendant, Note Semiquaver, Silver 925;Perfect for musicians and for lovers of classical music, this pendant is beautifully finished and shaped as a pair of semiquaver notes. The zirconia element makes the pendant shine out even brigther. Silver 925.;pendant, note semiquaver, silver 925;with zirconia
91640;;;hoop earrings, zirconias, silver 925;matt/polished
91641;Stud Earrings, Semiquaver, Zirconia, Silver 925;Perfect for musicians and for lovers of classical music, this pair of stud earrings is beautifully finished and shaped as a pair of semiquaver notes. The zirconia element makes the earrings shine out even brigther. Silver 925.;earring studs, semiquaver, silver 925;with zirconia
91643;Necklace with Round Pendant, Zirconia, Silver 925;This fashionable necklace is very up to date this season. It has a beautiful thin chain and a pendant, that is classy and yet eye catching with the incorporated zirconia. Both, pendant and chain are qualitative silver 925.;necklace, pendant, zirconia, silver 925;
91644;;;pendant;
91645;Necklace with Cubic Pendant, Zirconia, Silver 925;This fashionable necklace is very up to date this season. It has a beautiful thin chain and a pendant, that is classy and yet eye catching with the little incorporated zirconias. The pendant is shaped as a cube and all components are qualitative silver 925.;necklace, pendant, zirconia, silver 925;
91646;Hoop Earrings, Matte Finished, Silver 925;This is a chic and classic pair of hinged hoop earrings, which are rhodium plated for protecting the earrings from tarnishing. The surface is matte finished. Silver 925.;hoop earrings rhodium-plated silver 925;matt finish, hinged hoops, rhodium plated with protection against oxidation
91647;Ear studs, Dolphins with Zirconia, Silver 925;This adorable pair of dolphin ear studs even has the special extra in shape of a cubic zirconia. Don't let this beautiful pair be missing in your jewellery collection.;earrings, dolphins zirconia, silver 925;
91648;Stud Earrings, Quaver Note, Silver 925;Perfect for musicians and for lovers of classical music, this pair of stud earrings is beautifully finished and shaped as a quaver note. The zirconia element makes the earrings shine out even brigther. Silver 925.;earring studs, note quaver, silver 925;with zirconia
91651;Pendant, Quaver Note, Silver 925;Perfect for musicians and for lovers of classical music, this pair of stud earrings is beautifully finished and shaped as a quaver note. The zirconia element makes the pendant shine out even brigther. Silver 925.;pendant, note quaver, silver 925;with zirconia
91652;;;pendant, heart with zirconia, silver 925;rhodium plated
91653;Pendant, Charm, Sailing boat, Silver 925;This is a pendant charm featuring a little sailing boat. The charm is great for attaching it to a bracelet or a chain. The surface is rhodium plated for protecting the charm from tarnishing. A great gift for any occasion. Silver 925.;pendant, charm sailing boat, silver 925;rhodium plated
91654;Leverback Earrings, Flower with pink Butterfly, Silver 925;This beautiful and adorable pair of leverback earrings is featuring a flower with a small, pink butterfly on it. The surface of the butterfly is pink lacquered and has a beautiful finish. The small zirconia element could be seen as a tiny head of the butterfly. Cute and elegant! Silver 925.;earring flower with butterfly silver 925;leverback, with small zirconia, butterfly pink colored
91655;Pendant, Heart with Zirconia Butterfly, Silver 925;This pendant is beautifully finshed and has a glossy surface. The little butterfly is composed of several zirconia elements and makes up a high quality and a chic design of the adorable pendant. Silver 925.;pendant, heart with zirconia, silver 925;butterfly covered with many zirconias
91657;Ear studs, Cat with cubic zirconia, Silver 925;Miao! How cute is this pair of ear studs with a little cat holding a cubic zirconia!? This pair of earrings will for sure be an eyecatcher and brings definitely happyness to all cat-lovers.;stud earring, cat with heart, silver 925;with zirconia
91661;Pendant, Flower with Butterfly, Silver 925;This beautiful and adorable pendant is featuring a flower with a small butterfly on it. The surface of the butterfly is pink lacquered and has a beautiful finish. The small zirconia element could be seen as a tiny head of the butterfly. Cute and elegant! Silver 925.;pendant flower with butterfly silver 925;with small zirconia, butterfly pink colored
91662a;;;earrings, olive crystal, silver 925;
91665;Ear studs, Girl with a little pink heart, Silver 925;A perfect gift from mother to daughter. Holding a little pink zirconia heart, the girl, complementing these ear studs, couldn't be more adorable.;studs, little girl, silver 925;with pink zirconia, kids jewellery
91666;Pendant, Pink Girl, Silver 925;Together with the matching ear studs, this pendant will make a great gift for a little girl. Of course even seperately the pendant, with its pink zirconia decorating the cute girl, will be a nice accessory.;pendant, little girl, silver 925;with pink zirconia, kids jewellery
91667;Pendant, Heart with Zirconias, Silver 925;This heart pendant is stunning and fashionable during this winter. The zirconia elements are well implemented and make up the entire surface of the pendant. The red-gold plated parts across the pendant look chic and unique. A great accessory for elegant women! Silver 925.;pendant heart with zirconias, silver 925;two-tone, red-gold colored
91671-56;;;ring, diagonal diamond cut, silver 925;
91673;Pendant, For Children, Red Flower, Silver 925;A cute pendant with a red flower of approximately 7mm (8mm with the attached eyelet). Every pedal of the flower has a slightly different red tone and the little glass stone in the middle suit perfectly with this playful jewellery piece. Silver 925.;pendant, flower red, silver 925;with glas-stone red
91674;Pendant, For Children, Pink Flower, Silver 925;A cute pendant with a pink flower of approximately 7mm (8mm with the attached eyelet). Every pedal of the flower has a slightly different pink tone and the little glass stone in the middle suit perfectly with this playful jewellery piece. Silver 925.;pendant, flower pink, silver 925;with glas-stone pink
91675;;;pendant, flower multicolor, silver 925;with zirconia
91676;;;hoop earrings 47-37mm, silver 925;
91677;Pendant, For Children, Purple Flower, Silver 925;A cute pendant with a purple/blue flower of approximately 7mm (8mm with the attached eyelet). Every pedal of the flower has a slightly different purple/blue tone and the little glass stone in the middle suit perfectly with this playful jewellery piece. Silver 925.;pendant, flower purple, silver 925;with glas-stone amethyst
91681;;;earrings, flower multicolor, silver 925;with zirconia
91683;Pendant, Dolphin, Zirconia, Silver 925;This pendant is nicely finished and adorned with a beautiful cubic zirconia. Matching with the resembling dolphin ear studs, the set will look cute and elegant.;pendant, dolphin, zirconia, silver 925;
