itemno;title;description;gallay-title;gallay-description
02142;;dekoratives Mode-Collier 2-reihig mit Kunststoffperlen sonnengelb kombiniert mit kleinen Kunststoff-Röhrchen schwarz, auf 2-fach Kordel schwarz, zwei verschiedene Längen fest verbunden am Verschluss, nicht variabel, in Deutschland gefertigte Handarbeit;Kette, 2-reihig gelb-glänzend schwarz;-
02143;;dekoratives Collier mit Kunststoffperlen, eine Seite 8mm Perle schwarz-glänzend und eine Seite 8mm Perle orange seidig-glänzend, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Perlenkette orange-schwarz;ausgefallenes Collier mit 8mm Kunststoff-Perlen in schwarz und orange seidig-glänzend, Verschluss silber-farbig
02144;;Tolles Collier passend zu angesagter Herbst- und Wintermode 2013 mit 8mm Kunststoff-Perlen, wie gedrückt, in einem wunderschön metallic leuchtendem rot-schwarz. Der Verschluss ist silber-farbig mit Verlängerungskettchen und wie gewohnt stammt es aus unserer eigenen Fertigung.;Kette, Barockperle, rot-schwarz, 42cm;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02145;;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen rot-schwarz, 50cm;-
02146;;modisches Collier mit 10mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperle, rot-schwarz, 50cm;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02147;;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperle, rot-schwarz, 60cm;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02148;;modisches Collier mit 12mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen rot-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 12mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02149;;Collier passend zur aktuellen Herbst- und Wintermode, 12mm 10mm und 8mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, verlaufend gefädelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen verlaufend rot;Collier passend zur aktuellen Herbst- und Wintermode, 12mm 10mm und 8mm Kunststoff-Perlen, wie gedrückt, rot-schwarz-metallic, verlaufend gefädelt, Verschluss silber-farbig mit Verlängerungskettchen
02150;;zeitloses Collier mit 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen braun-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02152;;Dieses Collier mit Kunststoff-Anhänger ist absolut alltagstauglich und könnte sich schnell zu IHREM Lieblingsstück entwickeln! Der Kunststoffanhänger flaches Rohr ist 54x19mm groß, wunderschön transparent mit weiß und schwarz durchzogen und jedes Teil ist durch verschiedene Farbdetails ein Unikat! Die Baumwollkordel ist farblich perfekt auf den Anhänger abgestimmt, 4-fach Kordel weiß und 2-fach Kordel schwarz. Der silberfarbige Verschluss bietet mit dem Verlängerungskettchen vielfältige Tragemöglichkeiten. Der Schmuck wird traditionell in unserer eigenen Herstellung gefertigt.;Kette, Rohr flach-gebogen weiß-schwarz;zeitloses Collier mit Kunststoff-Anhänger 54x19mm transparent mit weiß und schwarz durchzogen, jedes Teil ein Unikat! 4-fach Kordel 1,0mm in weiß und 2-fach Kordel 1,0mm in schwarz, Verschluss silberfarbig mit Verlängerungskettchen
02153;;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen braun-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02154;;modisches Collier mit 10mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen braun-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02155;;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen braun-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02156;;modisches Collier mit 12mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen braun-schwarz;Collier passend zur aktuellen Herbst- und Wintermode, 12mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02157;;;Brisur, Holz, dunkel-horn;Brisur vergoldet
02159;;Collier passend zur aktuellen Herbst- und Wintermode, 12mm 10mm und 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, verlaufend gefädelt, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen verlaufend braun;Collier passend zur aktuellen Herbst- und Wintermode, 12mm 10mm und 8mm Kunststoff-Perlen, wie gedrückt, braun-schwarz-metallic, verlaufend gefädelt, Verschluss silber-farbig mit Verlängerungskettchen
02160;;zeitloses Collier mit 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperle oliv-grün;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02161;;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen oliv-grün;Collier passend zur aktuellen Herbst- und Wintermode, 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02164;;modisches Collier mit 10mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen oliv-grün;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02165;;;Stecker, schwarz-braun-gold gefleckt;-
02166;;sommerliches Collier mit Kunststoff-Scheibe 53mm hellgrün seidig-glänzend, an 4-fach Seidenkordel grün, Verschluss silber-farbig, in Deutschland gefertigte Handarbeit;Kette, Scheibe 53, seide-grün;Kunststoff-Scheibe, 53mm, hellgrün seidig-glänzend an 4-fach Seidenkordel grün, Verschluss silber-farbig
02169;;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen oliv-grün;Collier passend zur aktuellen Herbst- und Wintermode, 10mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02170;;modisches Collier mit 12mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen oliv-grün;Collier passend zur aktuellen Herbst- und Wintermode, 12mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02171;;Collier passend zur aktuellen Herbst- und Wintermode, 12mm, 10mm und 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen, in Deutschland gefertigte Handarbeit;Kette, Barockperlen grün-oliv;Collier passend zur aktuellen Herbst- und Wintermode, 12mm, 10mm und 8mm Kunststoff-Perlen, wie gedrückt, grün-metallic, Verschluss silber-farbig mit Verlängerungskettchen
02173;;tolles Mode-Collier in zeitlosem Design, hochwertige Kunststoff-Ringe kombiniert mit kleinen Eck-Oliven an 2-fach Kordel rot, in Deutschland gefertigte Handarbeit;Kette, Ring und Olive, rot-glänzend;Kunststoffperlen, 2-fach-Kordel rot
02174;;Collier aus Glasperlen wachsweiß überzogen, zwischen den Perlen gekettelt, Verschluss silber-farbig;Kette, 80cm, Glasperlen WW, geknotet;Collier aus Glasperlen wachsweiß überzogen, gekettelt, Verschluss silber-farbig
02175;;sommerliches Collier mit Glasperlen wachsweiß-überzogen, zwischen den Perlen geknotet, Verschluss silber-farbig;Kette, 50cm, Glasperlen WW, geknotet;Collier mit Glasperlen wachsweiß-überzogen, geknotet, Verschluss silber-farbig
02176;;Collier mit Glasperlen wachsweiß überzogen, zwischen den Perlen geknotet, Verschluss Karabiner rhodiniert;Kette, 42, Glasperlen WW, geknotet;Collier mit Glasperlen wachsweiß überzogen, geknotet, Verschluss Karabiner rhodiniert
02177;;Schickes Collier mit 6mm Kunststoffperlen weiß, passendes Accessoires für Sommer und Winter, Verschluss silber-farbig mit Verlängerungskettchen und kleiner Perle als Abschluss;Kette, Perle, 6mm, weiß-glänzend, si;-
02185;;Schickes Collier mit 6mm Kunststoffperlen weiß, 45 cm lang, passendes Accessoires für Sommer und Winter, Verschluss silber-farbig mit Verlängerungskettchen und kleiner Perle als Abschluss;Kette, Perle, 6mm, weiß-glänzend;-
