itemno;title;description;gallay-title;gallay-description
70492;;Oh je, dieser Schwan zieht einsam seine Runden und ist auf der Suche nach einer hübschen Schwanendame. Majestätisch sieht er aus mit seinen tollen Flügeln, in denen je 2 große geschliffene Glas-Kristalle eingearbeitet sind die wunderschön in der Sonne funkeln. Die Oberfläche ist hochwertig gold-plattiert. Ein tolles Geschenk und ein begehrtes Sammlerstück!;Schwan, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70493;;;Hirsch, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert
70495;;;Schnecke, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert
70497;;;Gießkanne, mit Glas-Steinen;Artikel mit Kristall (Glas), gold-plattiert, Henkel beweglich
70500;;;Blumenschubkarre, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Blumen herausnehmbar
70501;;;Hängedekoration, Kreuz;Artikel mit Kristall-Glas, gold-plattiert
70506;;Dieser Spinne geht man nicht ins Netz! Der wunderschöne Suncatcher mit großem geschliffenen Glas-Kristall in rot wird mit einem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt. Ein Saugnapf ist mit enthalten. Die Oberfläche ist silber-plattiert und anlaufgeschützt;Suncatcher, Spinne im Netz;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, silber-plattiert, anlaufgeschützt
70507;;Ein außergewöhnliches Geschenk nicht nur für MUSIKLIEBHABER! Violine mit 2 großen und 7 kleinen geschliffenen Glas-Kristallen, die Oberfläche ist silber-plattiert und anlaufgeschützt;Violine, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70508;;;Suncatcher, Schmetterling;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70509;;;Suncatcher, Libelle;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70511;;;Suncatcher, Kolibri;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70512;;;Suncatcher, Spinne;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70513;;Vorsicht! Nicht das Fenster öffnen, sonst fliegt Ihnen diese putzige kleine Hummel gleich davon! Der Suncatcher macht sich auch viel besser an der Fensterscheibe oder am Spiegel, wo seine 3 großen geschliffenen Glas-Kristalle herrlich in der Sonne funkeln. Der Suncatcher wird mit einem Saugnapf befestigt, die Oberfläche ist silber-plattiert, Saugnapf und Magnetpin inclusive, Ein tolles Geschenk und ein begehrtes Sammlerobjekt!;Suncatcher, Hummel;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70514;;;Suncatcher, Käfer;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf und Magnetpin sind mit enthalten, silber-plattiert, anlaufgeschützt
70515;;;Hängedekoration, Schneeflocke;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70517;;;Hubschrauber, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt, Rotorblätter beweglich
70518;;Wie romantisch, diese wunderschöne Kutsche darf auf keiner Hochzeitstafel fehlen! 7 geschliffenen Glas-Kristalle verzieren dieses edle Stück, die Kutsche ist silber-plattiert und anlaufgeschützt.;Kutsche, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70520;;Ein wunderschönes Geschenk für einen außergewöhnlichen Menschen! Die zarte Elfenfigur hat 3 große geschliffene blaue Glas-Kristalle, die Oberfläche ist silber-plattiert und anlaufgeschützt.;Elfe, mit Glas-Steinen hellblau;Artikel mit Kristall-Glas blau, silber-plattiert, anlaufgeschützt
70521;;;Tischdekoration, Sonnenblume im Topf;Artikel mit Kristall-Glas topasfarben, silber-plattiert, anlaufgeschützt
70522;;Ein wunderschönes Geschenk für einen außergewöhnlichen Menschen! Die zarte Elfenfigur hat 3 große geschliffene bordeaux-farbige Glas-Kristalle, die Oberfläche ist silber-plattiert und anlaufgeschützt.;Elfe, mit Glas-Steinen bordeaux;Artikel mit Kristall-Glas rot, silber-plattiert, anlaufgeschützt
70523;;Ein wunderschönes Geschenk für einen außergewöhnlichen Menschen! Die zarte Elfenfigur hat 3 große geschliffene Glas-Kristalle in rosè, die Oberfläche ist silber-plattiert und anlaufgeschützt.;Elfe, mit Glas-Steinen rosalin;Artikel mit Kristall-Glas rosa, silber-plattiert, anlaufgeschützt
70524;;Dieses außergewöhnliche Geschenk macht auch bei stürmischer See eine gute Figur! Wunderschöner 3-Master mit 5 großen geschliffenen hellblauen Glas-Kristallen, die Oberfläche ist silber-plattiert und anlaufgeschützt.;Segelschiff, mit Glas-Steinen;Artikel mit Kristall-Glas blau, silber-plattiert, anlaufgeschützt
70525;;Diese Blume wird niemals welken! Ein außergewöhnliches Geschenk für einen anspruchsvollen Menschen! Artikel mit geschliffenem Kristall-Glas rot, silber-plattiert, anlaufgeschützt;Tischdekoration, Blume im Topf;Artikel mit Kristall-Glas rot, silber-plattiert, anlaufgeschützt
70526;;Ein außergewöhnlicher Eyecatcher und wunderschönes Geschenk! Dieser Adler mit ausgebreiteten Flügeln hat 5 große geschliffene Glas-Kristalle, ist silber-plattiert und anlaufgeschützt;Adler, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70527;;;Hängedekoration, Engel;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70528;;;Tischdekoration, Tulpe im Topf;Artikel mit Kristall-Glas hellblau, silber-plattiert, anlaufgeschützt
70529;;Auch jenseits von Afrika findet man diesen GLÜCKSBRINGER! Exclusive Nachbildung eines Elefanten mit großen geschliffenen Glas-Kristallen seitlich am Körper, die dezent funkeln. Die Augen bilden zwei kleine geschliffene Glas-Kristalle. Die Oberfläche ist hochwertig silber-plattiert und anlaufgeschützt. Der Elefant symbolisiert Weisheit, Klugheit, Geduld, Stärke, Güte und Hingabe. Eine exclusive Dekoration für eine festlich gedeckte Tafel und ein begehrtes Sammlerobjekt!;Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70530;;;Motorrad, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt, Lenker und Räder beweglich
70531;;;Hängedekoration - Hirsch;Artikel mit Kristall-Glas, Silber-plattiert, anlaufgeschützt
70532;;;Kleiner Elefant, mit Glas-Steinen;Artikel mit Kristall-Glas, silber-plattiert, anlaufgeschützt
70534;;Wie der Schuh einer PRINZESSIN, dieser wunderschöne DAMENSCHUH ist der Traum jeder FRAU! 21 kleine geschliffene Glas-Kristalle machen dieses Stück zu einer außergewöhnlichen Dekoration, die Oberfläche ist hochwertig silber-plattiert und der große geschliffene Glas-Kristall in bordeaux ist ein exclusiver Eyecatcher. Ein tolles Geschenk und ein begehrtes Sammlerobjekt!;Damenschuh, mit Glas Stein;Artikel mit Kristall-Glas bordeaux, silber-plattiert, anlaufgeschützt
70535;;;Hängedekoration, Glocke;Artikel mit Kristall-Glas, Silber-plattiert, anlaufgeschützt
70536;;;Suncatcher, Sonne;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf mit Magnetpin ist mit enthalten, silber-plattiert, anlaufgeschützt
70537;;;Beach Buggy - mit Glas-Steinen;Artikel mit Kristall-Glas topasfarben, Silber-plattiert, anlaufgeschützt, Räder beweglich
70538;;;Liegender Engel - mit Glas-Steinen;Artikel mit Kristall-Glas bordeaux, Silber-plattiert, anlaufgeschützt
70539;;;Krake, mit Glas-Steinen;weißbronze, orange emailliert, viele Glassteine auf den Armen
70540;;;Hängedekoration, 3 Schmetterlinge;Artikel mit Kristall-Glas rosa und bordeaux, Silber-plattiert, anlaufgeschützt
70541;;;Suncatcher, Schmetterling rot;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70542;;;Suncatcher, Schmetterling violett;Artikel mit Kristall-Glas, ein Suncatcher wird mit seinem Saugnapf an einer glatten Fläche wie Spiegel oder Scheiben befestigt, Saugnapf ist mit enthalten, gold-plattiert
70543;;;Schildkröte, mit Glas-Steinen;Artikel mit Kristall-Glas topasfarben, gold-plattiert
70544;;;Papagei, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Kristalle blau-violett, Zweig mit Blume emailliert
70545;;;Adler, mit Glas-Steinen;Artikel mit Kristall-Glas, gold-plattiert, Kristalle blau-violett
