itemno;title;description;abe-title;abe-description
91233;;hochwertig gearbeiteter zeitloser Ohrhänger mit großem Zirkonia weiß, Oberfläche glänzend, Ein Schmuckstück für viele Gelegenheiten.;Brisur, Zirkonia, Silber 925;-
91234;;Hochwertig gearbeiteter Ohrhaken mit 2 Vierkant-Schlangenketten 25mm und 40mm lang mit je 3 Kugeln als Abschluss, Gesamtlänge mit Haken 76mm, anlaufgeschützt rhodiniert, Ein modisches Highlight für jede Gelegenheit.;Ohrhaken, Kette mit Kugel, Silber 925;je 2 unterschiedlich lange quadratische Schlangenketten mit Kugeln, rhodiniert
91235;;;Stecker, Zirkonia weiß-granat Silber 925;1x Zirkonia weiß, 1x Zirkonia granat
91236;;sehr schönes Schmuckstück in bester Qualität, Anhänger massives Kreuz, matt und glänzend mit tollem Diamantschliff, Ein besonderer Eyecatcher als Ausdruck der Religiösität.;Anhänger, Kreuz diamantiert, Silber 925;Kreuzanhänger, massiv, matt-glänzend,  diamantiert
91237;;hochwertig gearbeiteter Ohrstecker Stern in feinster Juwelierqualität, die geschlossene Hälfte ist mattiert und die offene Hälfte ist glänzend mit je 2 Zirkonia besetzt, Ein modisches I-Tüpfelchen für jeden Anlass.;Stecker, Stern mit Zirkonia, Silber 925;matt-glänzend
91238;;wunderschöner Silber-Anhänger Schmetterling, Vorderseite matt und toll diamantiert, Rückseite glänzend, Ein wunderschönes Geschenk für Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch!;Anhänger, Schmetterling, Silber 925;diamantiert
91239;;In diesem hochwertig gearbeiteten Ohrhaken in bester Juwelierqualität sind alle Sterne des Himmels eingefangen! filigrane Scheibe, 20mm, mit vielen kleinen und großen Sternen, anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für romantische Stunden.;Ohrhaken, Scheibe mit Sternen Silber 925;romantischer Ohrschmuck, fein ausgeschnittener Kreis mit vielen Sternen, rhodiniert
91240;;Hochwertig gearbeiteter Anhänger Kreuz in feinster Juwelierqualität, Kreuz mit jeweils 4 Streben, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität und als Talisman mit Gottes Segen.;Anhänger, Kreuz abstrakt, Silber 925;-
91241;;hochwertig gearbeitetes Schmuckstück in zeitlosem Design, Anhänger massives Kreuz mit wunderschönem Schliff, matt und glänzend, Ein tolles Geschenk zur Taufe, Kommunion, Konfimation oder auch als kleine Überraschung.;Anhänger Kreuz matt-glänzend Silber 925;Kreuzanhänger, massiv, matt-glänzend, diamantiert
91245;;wunderschönes zeitloses Set bestehend aus Ohrstecker und Anhänger, wie eine kleine Blüte wird eine Süßwasserzuchtperle von geschliffenen Glassteinen umrahmt, Dieses tolle Set passt auch zu aktueller Brautmode!;Set, Stecker/Anhänger Perle, Silber 925;Blumenform, Süßwasserzuchtperle, rundum mit Zirkonias besetzt
91246;;;Anhänger, Charm Sandale, Silber 925;Sohle rosa lackiert, darauf 3 silberfarbene Herzen, Zehensteg verziert mit 3 kleinen gefärbten Zirkonias weiß, gelb, rosa
91247;;Hochwertig gearbeiteter Anhänger nicht nur für Delfinliebhaber! hier springt ein Delfin durch einen Ring, das sieht man sonst nur im Delfinarium, Oberfläche hochglänzend, mit kleinem Zirkonia, Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als der Freund des Menschen.;Anhänger, Delfin im Ring, Zirkonia, 925;Stein gefasst
91248;;;Creole, breit, 3 Reihen Zirkonia, 925;breite Creole mit Klappscharnier, Oberfläche anlaufgeschützt rhodiniert mit vielen Zirkonias
91250;;;Anhänger, Charm Wunderlampe, Silber 925;rhodiniert, plastisch ausgeformt, mit Kettchen zwischen Henkel und Deckel
91251;;kleiner Silberanhänger wie eine Schlaufe, oval, mit einem Zirkonia weiß besetzt, die Kette wird direkt durch die Schlaufe gezogen;Anhänger, Ring oval, Zirkonia, 925;Zirkonia
91254;;;Anhänger, Charm, Herz, Silber 925;mit beidseitiger Inschrift - LOVE -
91255;;dünne Drahtcreole mit Steckverschluss, innen hohl, Ein zeitloses Schmuckstück für viele Gelegenheiten!;Creole, 57mm, Silber 925;mit Steckverschluss
91256;;Wunderschöner Partneranhänger in feinster Juwelierqualität, ein Symbol tiefer Freundschaft und Liebe! Hier hat Amors Pfeil gleich zwei Herzen getroffen. Doppelanhänger auf Hochglanz poliert, teilbar und mit 2 Ösen;Anhänger, Doppelherz mit Pfeil, 925;teilbarer Freundschaftsanhänger mit 2 Ösen, glänzend
91257;;;Anhänger, Charm, Schlüssel, Silber 925;ähnlich einem Sicherheitsschlüssel
91258;;Fein gearbeiteter Charm Violinschlüssel aus 925er Silber in bester Juwelierqualität. Besonders dekorativ mit 3 kleinen Zirkonias besetzt. Ein tolles Schmuckstück für alle Musikliebhaber!;Anhänger Charm Notenschlüssel Silber 925;mit 3 Zirkonias
91259;;;Anhänger Brief - Je t-aime -, Silber 925;Brieffläche mattiert, 4 Ecken und Stiftspitze glänzend
91260;;Wunderschöner schlanker Delfinanhänger, ein tolles Schmuckstück nicht nur für Delfinfreunde, auf Hochglanz poliert, Rückseite hohl, Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als der Freund des Menschen.;Anhänger, großer Delfin glänzend, 925;-
91261;;;Anhänger, Herz, 14 Zirkonias, Silber 925;Oberfläche anlaufgeschützt rhodiniert
91262;;;Brisur, Trapez Zirkonia rosè, Silber 925;-
91263;;hochwertig gearbeiteter Silberanhänger in bester Juwelierqualität, großer Vogel mit geschliffenen Glassteinen amethyst besetzt, an der Rückseite sind zwei Ösen zum Durchziehen einer Kette angelötet, Ein tolles Schmuckstück für einen besonderen Menschen.;Anhänger, Vogel mit lila Steinen, 925;Kristall-Glas amethyst
91264;;hochwertig gearbeiteter Ohrschmuck in 1A Qualität, bicolor Brisur mit fein geschwungenem Behang, Vorderseite ein Streifen silber, ein Streifen vergoldet, Rückseite nur silber, Ein dezentes Schmuckstück für jeden Anlass!;Brisur, bicolor, Silber 925;Behang hohl, vergoldet, Rückseite silberfarbig
91265;;wunderschön filigran gearbeiteter Ohrschmuck in feinster Qualität, Ohrhaken mit Nachbildung einer Feder, sehr leicht, Ein toller Eyecatcher für die modebewusste Trägerin!;Ohrhaken, Feder filigran, Silber 925;-
91266;;;Anhänger, Charm, Feder, Silber 925;filigrane Feder
91268;;Fein gearbeiteter Silberanhänger in bester Juwelierqualität, Charm mit großem Flügel eines Engels mit durchbrochener Oberfläche, wunderschönes Schutzsymbol, ein besonderes Geschenk für einen besonderen Menschen. Schutzengel sind Gestalten des Schutzes und der Fürsorge.;Anhänger, Charm, Flügel, Silber 925;-
91269;;wunderschön gearbeiteter Anhänger in feinster Qualität, Nachbildung einer bekannten Comicfigur, schade das wir sie nicht nennen dürfen!;Anhänger, Hund, 925;bekannte Trickfilmfigur
91270;;wunderschön gearbeiteter Anhänger in feinster Qualität, Nachbildung einer bekannten Comicfigur, schade das wir sie nicht nennen dürfen!;Anhänger, Hund mit Trompete, 925;bekannte Trickfilmfigur
91271;;hochwertiger Anhänger Kreuz in interessantem Design, Oberfläche glänzend, Rückseite hohl, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz-glzd-matt, 925;-
91272;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier, Vorderseite gekreuzt mit kleinem Zirkonia eingearbeitet, Rückseite geteilt mit zwei Schienen, Oberfläche anlaufgeschützt rhodiniert, Ein wunderschönes Schmuckstück für viele Gelegenheiten.;Creole, Zirkonia, rhodiniert Silber 925;mit Klappscharnier, Oberfläche anlaufgeschützt rhodiniert
91273;;sehr schönes Schmuckstück in 1A Qualität, Anhänger kleines Kreuz, matt und glänzend, perfekt diamantiert, Ein tolles Geschenk zu Taufe, Kommunion oder Konfirmation.;Anhänger, Kreuz diamantiert, Silber 925;kleines Silberkreuz, matt-glänzend und perfekt diamantiert
91274;;hochwertiges Schmuckstück in modischem Design, Anhänger kleines Kreuz, matt und glänzend, perfekt diamantiert, Ein tolles Geschenk für einen wertvollen Moment.;Anhänger, Kreuz diamantiert, Silber 925;kleines Silberkreuz, matt-glänzend und perfekt diamantiert
91275;;Wunderschön gearbeiteter Herzanhänger in feinster Juwelierqualität, Oberfläche auf Hochglanz poliert und mit feinem Diamantschliff verziert, auf der Rückseite ist Platz für eine kleine Gravur;Anhänger Herz matt/glänzend Silber 925;Oberfläche diamantiert, matt-glänzend
91276;;toller Anhänger massives kleines Silberkreuz, Oberfläche matt und schräg diamantiert, Ein tolles Geschenk zu Taufe, Kommunion oder Konfirmation.;Anhänger, Kreuz diamantiert, Silber;kleines massives Silberkreuz, matt und perfekt diamantiert
91277;;hochwertiger Ohrstecker in bester Juwelierqualität, 2 Dreiecke mit 6 Zirkonias, Oberfläche erstklassig anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für die anspruchsvolle DAME.;Stecker, Hänger rhodiniert Silber 925;Ohrstecker, 2 Dreiecke mit 6 Zirkonias, Oberfläche erstklassig anlaufgeschützt rhodiniert
91278;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, mit Einhänger 2 Dreiecke mit je 3 eingearbeiteten kleinen Zirkonia, Oberfläche erstklassig anlaufgeschützt rhodiniert und glänzend, Creole auch ohne Einhänger tragbar,;Creole, Hänger rhodiniert Silber 925;Ohrring, Creole mit Klappscharnier, auch getrennt tragbar, 2 Dreiecke mit 6 Zirkonias, Oberfläche ersklassig anlaufgeschützt rhodiniert
91280;;Fein gearbeiteter Ohrhaken aus 925er Silber in bester Juwelierqualität, großer Flügel eines Engels mit durchbrochener Oberfläche. Ein wunderschönes Schutzsymbol und ein besonderes Geschenk für einen besonderen Menschen. Schutzengel sind Gestalten des Schutzes und der Fürsorge.;Ohrhaken, Flügel filigran, Silber 925;-
91281;;edler Ohrschmuck in feinster Juwelierqualität, Brisur mit Behang, mittlerer Streifen mattiert und diamantiert, Behang innen hohl, Rückseite glänzend, Ein wunderschönes Geschenk für eine besondere Gelegenheit!;Brisur, diamantiert, Silber 925;mittlerer Streifen mattiert und diamantiert, Behang innen hohl, Rückseite glänzend
91282;;Das Glück der Erde liegt auf dem Rücken der Pferde! Dieser detailgetreu gearbeitete massive Anhänger Pferd aus 925er Silber ist wunderschön plastisch gearbeitet, die Oberfläche ist anlaufgeschützt rhodiniert. Ein schönes Geschenk nicht nur für Pferdeliebhaber.;Anhänger, großes Pferd, Silber 925;massiver Anhänger
91283;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, ovale Creole mit fein gearbeitetem rhombenförmigen Anhänger mit Zirkonia, Oberfläche hochglänzend anlaufgeschützt rhodiniert, Ein wunderschönes Schmuckstück für einen besonderen Anlass, auch toll als Brautschmuck.;Creole, Hänger, rhodiniert, Silber 925;Creole mit Klappscharnier, 2 Rhomben mit Zirkonia
91284;;Dieser lustige kleine Ohrstecker mit Bärchengesicht zaubert ein Lächeln auf Ihr Gesicht! Augen schwarz und Mund rot lackiert, Oberfläche matt, Für kleine und große Teddy-Liebhaber.;Stecker, Bärgesicht matt, Silber 925;Augen und Mund lackiert, schwarz-rot
91285;;hochwertig gearbeitetes Schmuckstück in bester Juwelierqualität, Anhänger Ring mit S-förmiger Verzierung, sehr schön mit Zirkonia weiß besetzt, Oberfläche hochglänzend und anlaufgeschützt rhodiniert, Ein außergewöhnliches Geschenk für eine besonderen Menschen.;Anhänger, Kreis mit Zirkonia, Silber 925;rhodiniert
91286;;Hochwertig gearbeitetes Kreuz mit Jesus in weichen femininen Formen in 1A Qualität. Die Kanten sind abgerundet und Jesus in stilisierter Art hervorgehoben und mattiert, die Rückseite ist verbödet und das Kreuz ist innen hohl. Wir haben hier eine moderne Form eines Kruzifix! Ein besonderes Geschenk zur Taufe, Konfirmation oder Kommunion und als Talisman mit Gottes Segen!;Anhänger, Kreuz mit Jesus, Silber 925;sehr feminin, abgerundet, innen hohl, Jesus in stilisierter Art hervorgehoben und mattiert
91287;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! kleiner Taufring 8x2mm aus 925er Silber, rundherum komplett mit Zirkonia besetzt;Anhänger, Taufring Zirkonia, Silber 925;Taufring ist rundherum komplett mit Zirkonias besetzt.
91288;;kleiner Anhänger mit Zirkonia weiß, glänzend, auf der Rückseite zwei feste Ösen zum Durchziehen einer Kette;Anhänger, matt-glänzend, Zirkonia, 925;Zirkonia
91289;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, hochglänzend mit Zirkonia lavendel, Oberfläche anlaufgeschützt rhodiniert;Creole, Zirkonia lavendel, Silber 925;mit Klappscharnier, Oberfläche anlaufgeschützt rhodiniert, Stein Zirkonia-lavendel (helles lila)
91291;;Ohrstecker aus drei ineinander verschlungenen Halbmonden, Oberfläche matt und diamantiert, Ein dezentes Schmuckstück für jeden Anlass!;Stecker mattiert mit Schliff, Silber 925;drei ineinander verschlungene Ecken, matt und diamantiert
91292;;wunderschöner Ohrstecker in bester Juwelierqualiltät, kleine Sprirale mit Zirkonias besetzt, hochwertig anlaufgeschützt rhodiniert, Ein besonderes Schmuckstück für einen besonderen Menschen.;Stecker, Kreis mit Zirkonia, Silber 925;rhodiniert
91294;;;Stecker, kleines Herz rosa, Silber 925;rosa lackiert
91295;;Putziger kleiner Ohrhänger mit Katzenkopf, Augen schwarz und Mund rot lackiert, Oberfläche glänzend, Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch!;Brisur, Katzenkopf, Silber 925;Kinderschmuck
91296;;kleine 20mm Drahtcreole mit Steckverschluss und ohne Scharnier, innen hohl, am Rand wunderschön diamantiert, Ein dezentes Schmuckstück für viele Gelegenheiten, auch als 2. und 3. Piercing geeignet.;Creole, 20mm diamantiert, Silber 925;Steckverschluss
91297;;hochwertig gearbeiteter Kettenanhänger in Form einer Rasierklinge mit ausgestanztem Schriftzug -LOVE-, auf Hochglanz poliert, mit großer Öse zum Tragen an Kordel oder Lederband;Anhänger, LOVE glänzend rhodiniert, 925;-
91298;;;Anhänger, Maus Augen-blau Herz-gelb 925;Augen mit Kristall-Glas safir-blau, Herz citrin-gelb
91299;;;Anhänger, Charm, Puppe, Silber 925;ähnlich einer russischen Folklore-Puppe, bunt emailliert, anlaufgeschützt rhodiniert
91300;;Mit diesem tollen Schmuckstück sind Sie die schönste Frau des Abends! hochwertig gearbeitete Creole mit Steckverschluss, die Vorderansicht ist außen und innen mit Strasssteinen gefasst, Ein edles Schmuckstück passend zu Fest- und Braumoden!;Creole, Strass, rhodiniert, Silber 925;Steckverschluss, Strasssteine in Vorderansicht gefasst
91301;;hochwertig gearbeiteter Ohrhänger in bester Juwelierqualität, leicht geschwungen mit gefasstem Zirkonia, matt und glänzend, anlaufgeschützt rhodiniert, Ein exclusives Schmuckstück für jeden Anlass. Auch toll als Brautschmuck!;Brisur Zirkonia rhodiniert Silber 925;Exklusiver Ohrring mit je Seite einem gefassten Zirkonia, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
91302;;;Stecker, kleines Herz rot, Silber 925;rot lackiert
91303;;Origineller kleiner Ohrstecker aus 925er Silber mit Traktor, Oberfläche leicht antik geschwärzt. Eine witzige und ausgefallene Geschenkidee für den Herren! Verkauf paarweise;Stecker, Traktor geschwärzt, Silber 925;Verkauf paarweise
91304;;;Stecker, Katze mit rosa Herz, Silber 925;lackiert
91305;;Exklusiver Silberanhänger in bester Juwelierqualität mit gefasstem 6mm Zirkonia in matt-glänzend, Oberfläche anlaufgeschützt rhodiniert, Ein besonderes Geschenk für einen besonderen Anlass.;Anhänger Zirkonia rhodiniert Silber 925;Exklusiver Silberanhänger mit gefasstem 6mm Zirkonia in matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
91306;;hochwertig gearbeitetes Schmuckstück in bester Juwelierqualität, Anhänger Ring mit kleiner Zirkonia besetzter Platte, Oberfläche hochglänzend und anlaufgeschützt rhodiniert, Ein außergewöhnliches Geschenk für eine besonderen Menschen.;Anhänger Zirkonia rhodiniert Silber 925;-
91307;;dezent gehaltener Ohrstecker mit dem weltweit verbreiteten Friedenssymbol des vom britischen Künstler Gerald Holtom 1958 entworfenen Friedenszeichen.;Stecker Peace/Friedens-Symbol Silber 925;-
91308;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier und hochglänzender Oberfläche, Ein tolles Schmuckstück für viele Gelegenheiten.;Creole, 20x6mm Klappcreole, Silber 925;mit Klappscharnier
91309;;Silber-Anhänger mit tropfenförmiger Imitat-Perle, Anhängeröse mit kleiner Krone wird befestigt mit durchgängigem Stift;Anhänger, Tropfen Imitat, Silber 925;Kunststoff-Perle weißwachs
91311;;Drahtcreole mit Steckverschluss, ohne Scharnier, innen hohl, Ein dezentes Schmuckstück für viele Gelegenheiten, auch als 2. und 3. Piercing geeignet.;Creole, 16mm, Silber 925;Steckverschluss
91313;;;Anhänger, mit Katze schwarz, Silber 925;mit schwarzem Schriftzug -MY LITTLE CAT- auf der Vorderseite, seidenmatt
91314;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier in bester Juwelierqualität, im Sichtbereich 3-streifig matt und glänzend mit kleinem Zirkonia, Rückseite glänzend, Ein tolles Geschenk für einen besonderen Menschen.;Creole, 14mm, Zirkonia, Silber 925;mit Klappscharnier, glänzend-matt
91315;;hochwertig gearbeitetes Creolenpaar mit Klappscharnier und hochglänzender Oberfläche, Ein tolles Schmuckstück für viele Gelegenheiten.;Creole, 17x3mm Klappcreole, Silber 925;Oberfläche glänzend
91316;;schöne glatte hochglänzende Creole mit Klappverschluss, sehr schön gearbeitet, innen hohl;Creole, 17x4mm Klappcreole, Silber 925;Oberfläche glänzend
91317;;;Anhänger, mit Pony schwarz, Silber 925;mit schwarzem Schriftzug -MY LITTLE PONY- auf der Vorderseite, seidenmatt
91318;;hochwertig gearbeiteter Ohrhänger hochglanzpoliert, in einem Ring hängt ein Rahmen mit 4 Zirkonia, Ein tolles Schmuckstück für viele Gelegenheiten.;Ohrhaken Zirkonia rhodiniert Silber 925;-
91319;;Exklusiver Silberanhänger in bester Juwelierqualität, Schluppe mit vielen kleinen gefassten Zirkonia, matt-glänzend, die Kette wird direkt durch die obere Öse gezogen, Oberfläche anlaufgeschützt rhodiniert, Ein tolles Schmuckstück für einen besonderen Anlass, auch toll als Brautschmuck.;Anhänger Zirkonia rhodiniert Silber 925;Exklusiver Silberanhänger mit vielen kleinen gefassten Zirkonias, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
91321;;;Anhänger, Seepferdchen, Silber 925;teilmattiert
91322;;;Anhänger, Herz-Medaillon, Silber 925;eine Hälfte matt, andere Hälfte glänzend, Mitte diamantiert, Rückseite glänzend
91323;;;Anhänger, Herz-Medaillon diamantiert 925;mit filigranem Muster am Rand, Vorderseite mattiert, Rückseite glänzend
91324;;;Brisur, Pferdekopf, Silber 925;-
91325;;kleiner Ohrstecker Osterhase, Oberfläche mattiert, Ein tolles Geschenk für kleine Häschen, nicht nur zur Osterzeit!;Stecker, Hase, Silber 925;-
91326;;hochwertig gearbeitetes Creolenpaar in bester Juwelierqualität mit Klappscharnier, im Sichtbereich 4 Zirkonia eingefasst und mattiert, Rückseite glänzend, Ein wunderschönes Schmuckstück für einen lieben Menschen. Auch toll als Brautschmuck.;Creole, mit Zirkonia, Silber 925;mit Klappscharnier, teilweise mattiert
91327;;hochwertig gearbeitetes Creolenpaar in bester Juwelierqualität mit Klappscharnier, im Sichtbereich in mehrere kleine Sprossen geteilt, als besonderes I-Tüpfelchen ist ein Zirkonia eingefasst, Ein wunderschönes Schmuckstück für einen lieben Menschen. Auch toll als Brautschmuck.;Creole, mit Zirkonia, Silber 925;mit Klappscharnier, teilweise mattiert
91328;;hochwertig gearbeitete Scharniercreole ( Klappcreole ) in feinster Juwelierqualität, Vorderseite viergeteilt, die Mitte hält einen großen Zirkonia und die Seitenstreben jeweils drei kleine, Ein elegantes Schmuckstück für besondere Gelegenheiten, auch toll als Brautschmuck!;Creole, mit Zirkonia, Silber 925;mit Klappscharnier, teilweise mattiert
91329;;hochwertig gearbeitete Scharniercreole ( Klappcreole )in 1A Qualität, Vorderseite wie zwei Ringe, wovon der äußere gehämmert ist, Rückseite ist glatt, Ein dezentes Schmuckstück für viele Gelegenheiten!;Creole, mit Klappscharnier, Silber 925;-
91330;;Putziges Creolenpaar mit kleinem Schmetterling, 8x7mm, aus 925er Silber, das modische I-Tüpfelchen für kleine Mädchen! Zwei Flügel sind pink und zwei Flügel hellblau lackiert. Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch.;Creole, Hänger Schmetterling, Silber 925;mit Klappscharnier, Schmetterling 8x7mm
91331;;;Creole, Hänger Blume rosa, Silber 925;Klappscharnier, Blume mattiert mit rosa Zirkonia 6mm
91332;;;Anhänger, Schmetterlinge, Silber 925;großer Schmetterling 15x12mm und kleiner Schmetterling 8x9mm, jeweils teilmattiert mit Zirkonia
91333;;fein gearbeiteter Ohrschmuck in 1A Qualität, Brisur mit kleinem Schmetterling, die geschlossene Hälfte ist mattiert und die offene Hälfte ist glänzend mit 2 Zirkonia, Rückseite hohl, Ein modisches I-Tüpfelchen für jeden Anlass!;Brisur, Schmetterling, Silber 925;teilmattiert, mit Zirkonia, Schmetterling 8x9mm
91334;;Ein tolles Geschenk zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung! wunderschön gearbeitete Creole, Oberfläche matt, Blickfang bildet eine kleine Blüte mit Zirkonia, umrahmt mit kleinen rot lackierten Blüten;Creole, Blume und Zirkonia, Silber 925;mit Klappscharnier, Blume ausgestanzt mit Zirkonia, umrahmt von jeweils 5 kleinen rot lackierten Blumen
91335;;edler Ohrschmuck in feinster Juwelierqualität, Brisur mit Behang, mittlerer Streifen mattiert und diamantiert, Behang innen hohl, Rückseite glänzend, Ein wunderschönes Geschenk für eine besondere Gelegenheit!;Brisur diamantiert teilmatt, Silber 925;mittlerer Streifen mattiert und diamantiert, Behang innen hohl
91336;;;Anhänger, Kreuz, bicolor, Silber 925;abgerundet, mittleres Kreuz erhaben und vergoldet, Behang innen hohl
91337;;;Brisur, lächelnder Frosch, Silber 925;Maul vom Frosch rot lackiert
91338;;Ein putziges Schmuckstück nicht nur für Katzenliebhaber!;Stecker, stilisierte Katze, Silber 925;-
91339;;;Anhänger Biene mit Zirkonia, Silber 925;im Flügel sitzt ein kleiner pinkfarbener Zirkonia, teilmattiert, Auge schwarz lackiert
91340;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! kleiner Taufring mit Zirkonia, im Ring hängt ein Anhänger Geburtsuhr zum Eingravieren der Geburtszeit, auch als Kettenanhänger zu tragen, Gesamtlänge mit Öse 22mm;Anhänger Taufring Geburtsuhr Silber 925;geeignet zur Taufe, Taufanhänger mit kleinem Zirkonia, Abmessung der Uhr (ohne Zeiger) 6mm, zum Eingravieren der Geburtszeit
91342;;toller Silberanhänger Kruzifix mit Inschrift, Oberfläche hochglänzend, Ein besonderer Eyecatcher als Ausdruck der Religiösität.;Anhänger, Kreuz mit Jesus, Silber 925;-
91343;;;Stecker Zirkonia rhodiniert Silber 925;Hochwertiger Ohrstecker in 925er Silber mit vielen kleinen gefassten Zirkonias, matt-glänzend, Oberfläche anlaufgeschützt rhodiniert
91344;;wunderschöner Ohrstecker mit Glasstein aqua mit Schliff, das modische I-Tüpfelchen zur angesagten Jeansmode.;Stecker, rund, Stein aqua, 925;Kristall-Glas aqua
91346;;Hochwertiger Kettenanhänger in 925er Silber in perfekter Juwelierqualität, mit dekorativer Schlaufe Rhodium mit Kupfer, perfekt kombiniert mit gefasstem Zirkonia, seitliche Schlitze zum Durchziehen einer Kette, Oberfläche anlaufgeschützt rhodiniert, Ein wertvolles Geschenk für einen besonderen Menschen;Anhänger Zirkonia rhodiniert Silber 925;Hochwertiger Kettenanhänger in 925er Silber und perfekt gefasstem Zirkonia, Oberfläche anlaufgeschützt rhodiniert, bicolor - Rhodium mit Kupfer
91349;;kleiner Ohrstecker Mini-Geweih, Oberfläche glänzend, Ein dezentes Schmuckstück, auch für 2. und 3. Ohrpiercing geeignet.;Stecker, Mini-Geweih, 925;-
91350;;Hochwertiger Ohrstecker in 925er Silber und perfekt gefasstem Zirkonia, Oberfläche anlaufgeschützt rhodiniert, bicolor - Rhodium mit Kupfer Ein wunderschöner Geschenk für eine besonderen Anlass. Auch toll als Brautschmuck!;Stecker Zirkonia rhodiniert Silber;Hochwertiger Ohrstecker in 925er Silber und perfekt gefasstem Zirkonia, Oberfläche anlaufgeschützt rhodiniert, bicolor - Rhodium mit Kupfer
91351;;massiver Kettenanhänger in bester Juwelierqualität, an einem Steg, hochglänzend, hängt ein Lochring matt gebürstet mit 6 eingefassten Zirkonias, Ein exclusives Schmuckstück in modernem Design.;Anhänger Zirkonia rhodiniert Silber 925;massiver Kettenanhänger, Lochring matt gebürstet mit 6 eingefassten Zirkonias
91352;;hochwertiger Ohrstecker in bester Juwelierqualität, mit Lochring matt-gebürstet und je Seite 6 gefasste Zirkonias, Ein besonderes Geschenk für die modebewusste DAME!;Stecker Zirkonia rhodiniert Silber 925;Ohrstecker mit Lochring matt-gebürstet und je Seite 6 gefasste Zirkonias
91353;;;Anhänger, Maus mit Zirkonia, Silber 925;im Bauch sitzt ein kleiner pinkfarbener Zirkonia, teilmattiert, Auge schwarz lackiert
91354;;;Anhänger lächelnder Frosch, Silber 925;Froschmaul rot lackiert
91356;;Das Glück der Erde liegt auf dem Rücken der Pferde! Dieser filigran gearbeitete Silberanhänger, Hufeisen mit Pferd als Sinnbild des Glückes, ist ein MUSS für kleine Pferdeliebhaber!;Anhänger, Pferd im Hufeisen, Silber 925;-
91357;;;Anhänger, Herz mit Zirkonia, Silber 925;Herz im Herz, Anhängerschlaufe in Herzform, oberer Rand und seitlich mit Zirkonias besetzt, Oberfläche anlaufgeschützt rhodiniert
91359;;filigran gearbeitete Nachbildung einer kleinen Blume aus 925er Silber, die Blüte bildet ein kleiner Zirkonia in pink, ein wunderschönes Schmuckstück für kleine Prinzessinnen oder auch als 2. oder 3. Stecker zu tragen;Stecker, Blume pink Zirkonia, Silber 925;Zirkonia
91360;;;Anhänger, Engel, Silber 925;seidenmatt, Vorderseite mit graviertem Schriftzug -SCHUTZENGEL- lackiert, Rückseite matt
91361;;;Creole, 16x5mm, Scharnier, Silber 925;Klappcreole glänzend, gewölbt, ca. 16x5mm
91362;;;Anhänger, mit Gravur, Silber 925;Vorderseite schwarz garviert mit -MY LITTLE BABY- und einem kleinem Fußabdruck, Rückseite matt
91363;;hochwertig gearbeiteter Silberstecker in feinster Qualität, leicht gewölbt gearbeitet, jeweils 5 kleine Zirkonia setzen das I-Tüpfelchen auf dieses zeitlose Schmuckstück;Stecker streifig mit Zirkonia Silber 925;-
91365;;;Anhänger, streifig, Zirkonia, Silber 925;teilmattiert, mit 7 kleinen Zirkonias
91366;;hochwertig gearbeitete Scharniercreole ( Klappcreole ) in feinster Juwelierqualität, Vorderseite V-förmig verschlungen, zusätzliches I-Tüpfelchen sind ein großer und zwei kleine Zirkonia, Ein elegantes Schmuckstück für besondere Gelegenheiten, auch toll als Brautschmuck!;Creole teilmatt mit Zirkonia, Silber 925;teilmattiert, mit je einem und zwei kleinen Zirkonias
91368-54;;hochwertiger XXL Fingerring in edlem Design, ein besonderer Eyecatcher ist der Lochring 22mm, matt-gebürstet mit 6 eingefassten Zirkonia;Ring, Zirkonia, rhodiniert, Silber 925;Edler Fingerring mit Lochring matt-gebürstet und 6 eingefassten Zirkonias
