itemno;title;description;gallay title;gallay description
430906;;Dieser Würfel bringt Ihnen Glück! Anhänger Würfel 5x5mm aus 375er Gold (9Karat), die Augen sind schwarz lackiert;Anhänger, Würfel glänzend, 9Kt GOLD;Augen schwarz lackiert
430907;;Das Glück der Erde liegt auf dem Rücken der Pferde! detailgetreu gearbeiteter Goldanhänger Pferdekopf aus 375er Gold (9 Karat), ausgeformt und innen hohl, Ein MUSS für Pferdeliebhaber!;Anhänger, Pferdekopf glänzend, 9Kt GOLD;-
430908;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger mit Engel als Schutzsymbol, 9 Karat, Haare und Flügel sind rhodiniert;Anhänger 16mm Engel glänzend 9Kt GOLD;teil-rhodiniert
430909;;Dieser Anhänger ist ein MUSS für alle Motorsport-Fans! detailgetreu gearbeitete Nachbildung einer Rennmaschine, Anhänger aus 375er Gold (9 Karat) teilweise rhodiniert,;Anhänger 28mm Motorrad bicolor 9Kt GOLD;Supersportler, Rennmaschine, teil-rhodiniert
430910;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! kleiner Taufring mit Zirkonia aus 375er Gold (9 Karat);Anhänger Taufring mit Zirkonia, 9Kt GOLD;glänzend
430911;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! kleiner Taufring mit Rubin, 375er Gold (9 Karat);Anhänger Taufring mit Rubin, 9Kt GOLD;glänzend
430912;;wunderschön gearbeiteter Kruzifix bicolor, das Kreuz ist 375er Gelbgold (9 Karat) und die Jesusfigur rhodiniert; Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Jesuskreuz bicolor 9Kt GOLD;Jesusfigur rhodiniert
430913;;Sehr schöner, hochwertig gearbeiteter bicolor Kreuzanhänger aus 375er Gold (9 Karat) glänzend, die Balkenenden sind teil-rhodiniert, Rückseite glatt. Ein besonderes Geschenk zur Taufe, Konfirmation oder Kommunion!;Anhänger, Kreuz bicolor, 9Kt GOLD;teil-rhodiniert
430914;;sehr edler Kreuzanhänger in feinster Juwelierqualität aus 375er Weißgold (9 Karat);Anhänger, Kreuz, 9Kt Weißgold;glänzend
430915;;Das Glück der Erde liegt auf dem Rücken der Pferde! Diese fein gearbeitete Bügelcreole aus 375er oder 9 Karat Gold, trägt ein kleines Pferd, sehr dekorativ, ein MUSS für die kleine Pferdenärrin!;Creole, Pferd, glänzend-matt 9Kt GOLD;teil-rhodiniert
430916;;hochwertig gearbeitete Brisur in bester Juwelierqualität, leicht geschwungen, matt und glänzend, 375er Weißgold (9 Karat), Ein tolles Geschenk für einen besonderen Anlass.;Brisur, Zirkonia, 9Kt Weißgold;matt-glänzend
430917;;Wunderschöne Tahiti-Perle, rund 8-8,5mm, 585er Gold (14 Karat), In vielen Kulturen hat die Perle einen tiefen Symbolcharakter. Sie sind das Symbol für Reichtum, Weisheit, Würde und Glück.;Stecker, Tahiti-Perle, 14Kt GOLD;echte Tahiti-Perle rund 8-8,5mm
430918;;Anhänger mit exklusiver Tahitiperle in Tropfenform, 9mmm und einem kleinen Diamant0,013ct aus 585er Gold (14 Karat), Ein besonderes Geschenk für einen besonderen Menschen!;Anhänger, Tahiti-Perle, 14Kt GOLD;echte Tahiti-Perle, 8,5-9mm Tropfenform, mit Diamant 0,013ct unterhalb der Anhängerschlaufe
430919;;wunderschön gearbeiteter Herzanhänger aus 585er (14 Karat) Weißgold, besonderen Eyecatcher bildet der eingefasst Diamant;Anhänger Herz mit Diamant 14Kt Weißgold;glänzend, mit Diamant 0,02ct
430920;;Ein besonderes Geschenk für einen besonderen Menschen! hochwertiger Goldstecker aus 585er Weißgold (14 Karat), matt-glänzend;Stecker, Herz, 14Kt Weißgold;matt-glänzend
430921;;hochwertig gearbeiteter Ohrstecker in feinster Juwelierqualität aus 585er Gold (14 Karat), kleine Spirale, eine Seite mit 6 kleinen Diamanten, 0,07ct, besetzt, Ein besonderes Geschenk für einen wertvollen Menschen.;Stecker mit Diamanten, 14Kt Weißgold;jede Seite mit 6 kleine Diamanten 0,07ctbesetzt
430922;;hochwertiger Ohrstecker in bester Juwelierqualität mit kleinem Diamant, 0,03ct, aus 585er Weißgold (14 Karat), Ein besonderes Geschenk für einen besonderen Menschen.;Stecker mit kl. Diamant, 14Kt Weißgold;
430923;;Wunderschöner Goldstecker offenes Herz mit Zirkonia als besonderes Geschenk für einen lieben Menschen. 585er Gold (14 Karat);Stecker, Herz mit Zirkonia, 14Kt GOLD;-
430924;;wunderschöner kleiner Herzanhänger mit kleinen Öffnungen zum Duchziehen einer Kette, 585er Gold (14 Karat), mit eingefasstem Zirkonia;Anhänger, Herz mit Zirkonia, 14Kt GOLD;-
430925;;hochwertig gearbeiteter Anhänger Schmetterling in bester Juwelierqualität, die Flügel ist über und über mit Zirkonia besetzt, 585er Gold (14 Karat), Ein wunderschönes Geschenk für einen wertvollen Menschen. Auch toll als Brautschmuck!;Anhänger, Schmetterling, 14Kt GOLD;mit vielen Zirkonias
430926;;wunderschöne zeitlose bicolor Klappcreole, 585er Gelbgold und Weißgold (14 Karat), individuell von beiden Seiten zu tragen;Creole, bicolor, 14Kt GOLD;Gelbgold und Weißgold
430927;;sehr schöne bicolor Klappcreole 585er Gelbgold und Weißgold (14 Karat), individuell von beiden Seiten zu tragen;Creole, bicolor, 14Kt GOLD;Gelbgold und Weißgold
430928;;Ohrstecker kleines Kreuz, Oberfläche glänzend, 585er Gold (14 Karat), Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Stecker, Kreuz glänzend, 14Kt GOLD;-
430929;;Wunderschöne Goldbrisur mit kleinem Herz, Oberfläche matt und diamantiert, ein Schmuckstück für jeden Anlass! 585er Gold (14 Karat);Brisur, kleines Herz, 14Kt GOLD;matt diamantiert
430930;;Wunderschöner Stecker nicht nur für Delfinliebhaber! Goldstecker kleiner springender Delfin, Oberfläche glänzend, 14 Karat, Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als der Freund des Menschen.;Stecker, kleiner Delfin, 14Kt GOLD;-
430931;;Dezent aber doch schmückend, weniger ist manchmal mehr! Nasenpiercing mit kleinem springenden Delfin und Spirale aus 750er Gold (18 Karat), Steglänge 6,5mm, Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit und Lebensfreude und gilt als der Freund des Menschen.;Nasenstecker, kleiner Delfin, 18Kt GOLD;Piercing mit Spirale, Steglänge 6,5mm
430932;;edler kleiner Kreuzanhänger, 12x6,5mm ohne Öse, in feinster Juwelierqualität aus 333er Gold (8 Karat), besonderer Eyecatcher ist der Diamantschliff in der Mitte mit einem kleinen Zirkonia besetzt;Anhänger, Kreuz diamantiert, 8Kt GOLD;mit einem kleinem Brillianten 0,004kt in der Mitte des Anhängers
430933;;Wunderschöner Anhänger in bester Juwelierqualität! die kleine Hexe reitet auf dem Besen, aus 375er Gold (9 Karat), Oberfläche matt-glänzend, beidseitig geformt;Anhänger, Hexe, 9Kt GOLD;matt-glänzend, beidseitig geformt
430934;;Das Hufeisen als Sinnbild des Glückes nicht nur für Pferdefreunde. Detailgetreu gearbeiteter Ohrstecker in 9 Karat Gold;Stecker, Hufeisen 9Kt GOLD;
430935;;Hochwertige, sehr filigran gearbeitete Creole in bicolor mit Klappscharnier. Abwechselnd Gelbgold und rhodiniert mit Diamantschliff, 9 Karat Gold.;Creole, 12mm, bicolor Muster, 9Kt GOLD;mit Klappscharnier, abwechselnd rhodiniert
430936;;Filigran gearbeitete Brisur mit 2 Ovalen, in der Kombination Gelbgold/Weißgold für die modebewusste DAME.;Brisur, 2 Ovale, bicolor, 9Kt GOLD;2 Ovale, in Kombination Gelbgold/Weißgold
430937;;Aufwendig gearbeitete Brisur mit 3 Rhomben in tricolor für die modebewusste DAME. Die einzelnen Teile sind mittels eines Ringes verbunden und beweglich.;Brisur, 3 Rhomben tricolor, 9Kt GOLD;-
430938;;Aufwendig gearbeitete Brisur in bester Juwelierqualität, 2 Spiralen in bicolor sind jeweils an den Enden fest miteinander verbunden. 375er Gold (9 Karat)Ein tolles Schmuckstück für die modebewusste DAME.;Brisur, 2 Spiralen bicolor, 9Kt GOLD;Spiralen in Kombination, goldene Spirale mit 3 Windungen, teilweise rhodiniert
430939;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger Taufuhr, 9 Karat, zum Eingravieren der Geburtszeit, der Rand ist rhodiniert und diamantiert und die Rückseite ist leicht gehämmert und für eine kleine Namensgravur geeignet.;Anhänger, Taufuhr bicolor, 9Kt GOLD;Rand der Uhr rhodiniert, diamantiert
430940;;wunderschöner bicolor Anhänger einer Elfe aus 375er Gold (9 Karat), die Flügel sind rhodiniert, Elfen sind Lichtgestalten oder Naturgeister, die ursprünglich aus der nordischen Mythologie stammen und heute als Glückssymbole dienen.;Anhänger Elfe 9Kt GOLD;teilweise rhodiniert
430941;;;Anhänger, Engelsflügel bicolor 9Kt GOLD;filigran durchbrochen, diamantiert, oberer Rand rhodiniert
430942;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! kleiner Goldanhänger, 8mm, mit Engelmotiv als Schutzsymbol, 9 Karat, zum Eingravieren der Geburtszeit, der Rand ist diamantiert, die Rückseite ist leicht gehämmert und für eine kleine Namensgravur geeignet.;Anhänger, Engelmotiv bicolor, 9Kt GOLD;kleiner Kettenanhänger, 8mm Durchmesser, Engel rhodiniert
430943;;Ein wunderschönes persönliches Geschenk! Herzanhänger aus 375er (9 Karat) Gelbgold und Weißgold, die Seite aus Weißgold ist zusätzlich diamantiert;Anhänger, Herz offen bicolor, 9Kt GOLD;Rand mit Weißgold, diamantiert
430944;;;Creole, 15mm, bicolor, 9Kt GOLD;Klappcreole 13mm, mit Klappscharnier, gold seidenmatt, rhodiniert glänzend, mit Zirkonia
430945;;Wunderschöne bicolor Creole mit Klappscharnier für die modebewusste DAME! Die Vorderseite ist 3-teilig und als Verbindung dienen zwei kleine Zirkonia. Die Oberfläche ist gelbgold seidenmatt und rhodiniert glänzend. 9 Karat Gold;Creole, 14mm, bicolor, 9Kt GOLD;Klappcreole 13mm, mit Klappscharnier, gold seidenmatt, rhodiniert glänzend, mit Zirkonia
430946;;Wunderschöne tricolor Creole mit Klappscharnier in V-Form mit Rhombenmuster diamantiert, die Rückseite ist glatt und glänzend. 9 Karat Gold;Creole, tricolor diamantiert, 9Kt GOLD;V-Form, mit Klappscharnier, rhodiniert, Rhombenmuster nur vorn, diamantiert
430947;;Dieser raffiniert gearbeitete Herzanhänger, bicolor, aus 375er (9 Karat) Weißgold und Gelbgold hat als besonderen Eyecatcher im unteren Teil einen kleinen Zirkonia eingearbeitet. Eine tolle Überraschung für einen besonderen Augenblick!;Anhänger, Herz offen bicolor, 9Kt GOLD;Rand mit Weißgold, diamantiert
430948;;wunderschön gearbeitete Klappcreole, seidenmatt mit tollem Diamantschliff vorn, Rückseite glatt, 375er Gold (9 Karat), Ein sehr dekoratives Schmuckstück für einen anspruchsvollen Menschen. Toller Brautschmuck!;Creole, vorn matt diamantiert, 9Kt GOLD;mit Klappscharnier, vorn seidenmatt diamantiert, Rückseite gold glänzend
430950;;Ein wunderschöner Eyecatcher für die anspruchsvolle Trägerin! Hochwertig gearbeitete bicolor Creole mit Klappscharnier, mit V-Schliff diamantiert und rhodiniert. 9 Karat Gold;Creole, bicolor, diamantiert, 9Kt GOLD;oval, mit Klappscharnier, Zickzack rhodiniert mit Diamantschliff
430951;;Ein wunderschöner Eyecatcher für die anspruchsvolle Trägerin! Hochwertig gearbeitete bicolor Creole mit Klappscharnier, die Schrägstreifen sind rhodiniert mit Diamantschliff, matt und glänzend. 9 Karat Gold;Creole, bicolor, diamantiert, 9Kt GOLD;oval, mit Klappscharnier, Schrägstreifen  rhodiniert mit Diamantschliff, matt-glänzend
430952;;Welch eine Augenweide! wunderschöne tricolor Klappcreole, gepresst, mit Schrägstreifen in drei Goldfarben und Diamantschliff, 375er Gold (9 Karat), Ein tolles Schmuckstück für viele Gelegenheiten.;Creole, tricolor, diamantiert, 9Kt GOLD;mit Klappscharnier, Schrägstreifen dreifarbig diamantiert
430953;;Machen Sie sich doch einmal die Freude mit einem besonderen Schmuckstück! wunderschöner tricolor Klappcreole, gepresst, mit drei Goldfarben und sehr schönem Diamantschliff auf der Vorderseite, 375er Gold (9 Karat);Creole, tricolor, diamantiert, 9Kt GOLD;mit Klappscharnier, oval, drei Farben Gold mit Diamantschliff nur vorne, Pressung
430954;;Ein wunderschönes Geschenk für einen besonderen Menschen! tricolor Klappcreole, gepresst, drei Goldfarben mit Diamantschliff auf der Vorderseite, 375er Gold (9 Karat), Ein toller Brautschmuck!;Creole, tricolor, diamantiert, 9Kt GOLD;mit Klappscharnier, oval, drei Farben Gold mit Diamantschliff nur vorne, Pressung
430955;;Ein wunderschöner Eyecatcher für die anspruchsvolle Trägerin! Creole mit Klappscharnier und hochwertigem Diamantschliff, tricolor, die Rückseite ist glatt und glänzend, 9 Karat Gold;Creole, tricolor, diamantiert, 9Kt GOLD;oval, mit Klappscharnier, drei Farben Gold mit Diamantschliff nur vorne
430956;;Gravurplatte 12mm in feinster Juwelierqualität für ein ganz persönliches Geschenk. Mit 2 Herzen, die Oberfläche der Vorderseite ist matt mit sehr dekorativem Diamantschliff, die Rückseite ist matt.;Anhänger, Gravurplatte Herz, 9Kt GOLD;-
430957;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! putziger Goldanhänger Engel mit frechem Gesicht, als Schutzsymbol, 375er Gold (9 Karat), Oberfläche matt;Anhänger liegender Engel matt 9Kt GOLD;-
430958;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Taufring, 9 Karat Gold, mit kleinem Zirkonia, im Ring hängt ein Herz mit Diamantschliff und kleinem Engel als Schutzsymbol;Anhänger, Taufring mit Herz, 9Kt GOLD;Herz matt mit Engel, Rand vom Herz diamantiert, mit Zirkonia
430959;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger mit kleinem Engel als Schutzsymbol, Rückseite mit Gravur GOTT SCHÜTZE DICH, der Rand ist diamantiert;Anhänger, Taufanhänger, Engel, 9Kt GOLD;Geschenk zur Geburt, Rückseite graviert -Gott schütze dich- matt-glänzend, Rand diamantiert
430960;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger kleine Platte mit Engel als Schutzsymbol, Rückseite matt, Rand diamantiert, mit kleinem Brillant 0,005ct;Anhänger Taufanhänger Brillant 9Kt GOLD;Geschenk zur Geburt, matt-glänzend, Rand diamantiert, kleiner Brillant 0,005ct
430961;;Ein wunderschönes Geschenk für alle Musikliebhaber! Anhänger Violinschlüssel aus 375er Gold (9 Karat), Oberfläche glänzend;Anhänger, Notenschlüssel, 9Kt GOLD;-
430962;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger Herz mit kleinem Engel als Schutzsymbol, 9 Karat, Rückseite mit Gravur GOTT SCHÜTZE DICH, der Rand ist diamantiert;Anhänger, Taufanhänger Herz, 9Kt GOLD;Geschenk zur Geburt, Rückseite graviert -Gott schütze dich- matt-glänzend, Rand diamantiert
430963;;Filigran gearbeiteter Goldanhänger mit dem Motiv das Seemannsgrab, 9 Karat. Glaube - Liebe - Hoffnung besteht aus drei Motiven. Für den Glauben steht das Kreuz - für die Liebe das Herz und für die Hoffnung der Anker.;Anhänger Glaube-Liebe-Hoffnung, 9Kt GOLD;-
430964;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger Taufuhr aus 375er Gold (9 Karat) zum Eingravieren der Geburtszeit, die Rückseite ist glatt und leicht mattiert und für eine kleine Namensgravur geeignet.;Anhänger, Taufanhänger Uhr, 9Kt GOLD;Geschenk zur Geburt, matt-glänzend
430965;;Ein dekorativer Glücksbringer nicht nur für Pferdefreunde! Anhänger Hufeisen  aus 375er Gold (9 Karat) zusätzlich geschmückt mit einem kleinen Kleeblatt;Anhänger, Hufeisen, 9Kt GOLD;-
430966;;Möchten Sie einmal besonders viel Glück verschenken? Ein wunderschönes Geschenk für Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch. Ein vierblättriges Kleeblatt als Sinnbild des Glückes, kleiner Anhänger Kleeblatt aus 375er Gold (9 Karat) mit diamantiertem Rahmen;Anhänger, Kleeblatt, 9Kt GOLD;-
430967;;kleiner Herzanhänger aus 375er Gold (9 Karat), Vorderseite matt mit Schliff, Rückseite glänzend;Anhänger, Herz mit Schliff, 9Kt GOLD;mattiert mit Schliff, Rückseite glänzend
430968;;Dieser Ohrstecker ist ein MUSS für jeden Motorradliebhaber! Single-Ohrstecker Biker aus 375er Gold (9 Karat);Stecker, Motorrad, 9Kt GOLD;Single-Ohrstecker, Verkauf einzeln!
430969;;Wunderschöner Ohrstecker, ein MUSS für jeden Trucker! Single-Ohrstecker Truck aus 375er Gold (9 Karat);Stecker, Truck, 9Kt GOLD;Single-Ohrstecker, Verkauf einzeln!
430970;;Zuckersüßer Ohrstecker Kirschenpaar, das modische I-Tüpfelchen für kleine Mädchen! Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch. aus 375er Gold (9 Karat), rot und grün emailliert;Stecker, Kirschenpaar, 9Kt GOLD;rot grün emailliert
430971;;Putziger Anhänger Kirschenpaar als modisches I-Tüpfelchen für kleine DAMEN. Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch. aus 375er Gold (9 Karat), rot und grün emailliert;Anhänger, Kirschenpaar, 9Kt GOLD;rot grün emailliert
430972;;Wunderschöner Ohrstecker bicolor für die modebewusste Dame, mit eingearbeitetem Zirkonia, 333er oder 8 Karat Gold;Stecker, bicolor, Zirkonia, 8Kt GOLD;-
430973;;Wunderschöner Ohrstecker bicolor für die modebewusste Dame, mit jeweils 3 eingearbeiteten Zirkonias, 333er oder 8 Karat Gold;Stecker, bicolor, Zirkonia, 8Kt GOLD;-
430974;;Ein wunderschöner Eyecatcher für die anspruchsvolle Trägerin! Spiralförmige Creole mit Bügelverschluss, bicolor, teil-rhodiniert, 375er Gold (9 Karat);Creole gedreht teil-rhodiniert 9Kt GOLD;Bicolor-Creole, mit Bügelverschluss
430975;;Das Glück der Erde liegt auf dem Rücken der Pferde! Anhänger Pferdekopf und Hufeisen als Glücksbringer, 375er oder 9 Karat Gold, ist ein MUSS für Pferdeliebhaber!;Anhänger, Hufeisen und Pferd, 9Kt GOLD;matt und diamantiert, Hufeisen hängt vor dem Pferd
430976;;Zuckersüßer Anhänger Marienkäfer, modisches I-Tüpfelchen für die kleine DAME. Ein schönes Geschenk zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung zwischendurch. 375er Gold (9 Karat), verbödet, rot und schwarz lackiert;Anhänger, Marienkäfer 8x5mm, 9Kt GOLD;verbödet (Unterseite geschlossen)
430977;;hochwertige bicolor Klappcreole mit je 6 Zirkonia, leicht geschwungen, 375er Gold (9 Karat) und rhodiniert, ein besonderes Schmuckstück für eine besondere Gelegenheit. Toll auch als Brautschmuck!;Creole, bicolor, Zirkonias, 9Kt GOLD;Klappcreole 13mm, mit Klappscharnier, teil-rhodiniert, mit 6 Zirkonias je Seite
430978;;Wunderschön gearbeiteter Herzanhänger für ein ganz persönliches Geschenk! Herz aus 375er Weißgold (9 Karat), 3-teilig mit eingefasstem Zirkonia;Anhänger, Herz Zirkonia, 9Kt Weißgold;glänzend
430979;;Das ist doch mal ein besonders ausgefallenes Stück! wunderschöne bicolor Klappcreole, Oberfläche wie gekratzt, 375er Gold (9 Karat) und rhodiniert;Creole, bicolor, 9Kt GOLD;Klappcreole mit Klappscharnier
430980;;dekorativer Kreuzanhänger in ausgefallener Form, feinste Juwelierqualität, aus 375er Weißgold (9 Karat), als besonderer Eyecatcher mit 2 Zirkonia besetzt;Anhänger, Kreuz Zirkonias, 9Kt Weißgold;glänzend
430981;;Wunderschöner Goldstecker bicolor Herz als besonderes Geschenk für einen lieben Menschen! eine Seite 375er Gold (9 Karat), eine Seite rhodinier;Stecker, Herz bicolor, 9Kt GOLD;teil-rhodiniert
430982;;Wunderschöner Ohrstecker Marienkäfer, das modische I-Tüpfelchen für kleine Mädchen! Ein tolles Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch. aus 375er Gold (9 Karat), rot und schwarz lackiert;Stecker, Marienkäfer, 9Kt GOLD;
430983;;sehr schöne Creole mit Bügelverschluss, rundherum diamantiert, 375er Gold (9 Karat), Ein tolles Schmuckstück für viele Gelegenheiten.;Creole, diamantiert, 9Kt GOLD;mit Bügelverschluss
430984;;Ist das der Schlüssel zu Ihrem HERZEN? sehr schön gearbeiteter Anhänger Schlüssel in bester Juwelierqualität mit herzförmigem Griff aus 375er Gold (9 Karat);Anhänger, Herz Schlüssel, 9Kt GOLD;-
430985;;hochwertig gearbeitete bicolor Creole mit Bügelverschluss in ausgefallenem Design, leicht insich gedreht, die rhodinierte Vorderseite hat einen Diamantschliff. Wunderschön auch als Brautschmuck!;Creole gedreht teil-rhodiniert, 9Kt GOLD;Bicolor-Creole, mit Bügelverschluss
430986;;;Anhänger, Zirkonias, 9Kt Rotgold;Zirkonias auf dem linken Rand
430987;;filigran gearbeiteter Ohrstecker kleines Plättchen matt und diamantiert, 375er Gold (9 Karat)  Dezent aber doch schmückend, weniger ist manchmal mehr!;Stecker, matt, diamantiert 9Kt GOLD;
430988;;sehr schöne Klappcreole in V-Form, gibt dem Gesicht einen besonderen Pfiff, mit Streifen matt und glänzend, 375er Gold (9 Karat);Creole, Klappscharnier, oval, 9Kt GOLD;Klappcreole, mit Klappscharnier, matt-glänzend
430989;;Ein besonders schönes Schmuckstück für eine besondere Gelegenheit! bicolor Klappcreole, 3-teilig, die 2 rhodinierten Streifen sind toll diamantiert, 375er Gold (9 Karat);Creole, diamantiert, bicolor, 9Kt GOLD;Klappcreole, mit Klappscharnier, teilrhodiniert
430990;;hochwertig gearbeitete bicolor Klappcreole in bester Juwelierqualität mit diamantierter Blätterranke, 375er Gold (9 Karat) Ein wunderschönes Geschenk für einen lieben Menschen. Auch toll als Brautschmuck!;Creole, diamantiert, bicolor, 9Kt GOLD;Klappcreole, mit Klappscharnier, teilrhodiniert
430991;;hochwertige bicolor Klappcreole mit tollem Diamantschliff, 375er Gold (9 Karat) und rhodiniert, Ein wunderschönes Schmuckstück für besondere Gelegenheiten. Auch toll als Brautschmuck!;Creole, diamantiert, bicolor, 9Kt GOLD;oval, mit Klappscharnier, rhodiniert mit Diamantschliff
430992;;Welch eine Augenweide! wunderschöne bicolor Klappcreole, mit Schrägstreifen und Diamantschliff, 375er Gold (9 Karat) und rhodiniert, Ein tolles Schmuckstück für viele Gelegenheiten.;Creole, bicolor, diamantiert, 9Kt GOLD;oval, mit Klappscharnier, Schrägstreifen  rhodiniert mit Diamantschliff, matt
430994;;;Anhänger, Zirkonia, Weißgold 9Kt;-
430995;;hochwertig gearbeiteter Ohrstecker aus 375er Weißgold, 9 Karat mit kleinem Zirkonia als Blickfang, Ein zeitloses Schmuckstück für viele Gelegenheiten!;Stecker, Zirkonia, Weißgold 9Kt;-
430996;;Gravurplatte Herz in feinster Juwelierqualität aus 375er Gold, 9 Karat, Vorderseite matt mit feinem Diamantschliff, Rückseite glatt und matt, beide Seiten bieten genügend Platz für eine persönliche Gravur, Ein tolles Schmuckstück für ein ganz persönliches Geschenk!;Anhänger, Herz diamantiert, 9Kt GOLD;-
430997;;filigran gearbeitete Nachbildung eines Anker aus 375er Gold (9 Karat) als Kettenanhänger, besonders schick mit einem Tau oder Kordel geschmückt, Der Anker als Talisman gibt Halt und ist Sinnbild der Hoffnung, Beständigkeit und Treue.;Anhänger, Anker mit Tau/Kordel, 9Kt GOLD;innen hohl, große Öse
430998;;putziger kleiner Ohrhaken mit grünem Frosch aus 375er Gold, 9 Karat, von vorn zu schließen, Oberfläche emailliert, Als modisches I-Tüpfelchen für kleine DAMEN!;Ohrhaken, Frosch grün, 9Kt GOLD;farbig grün emailliert, vorn zu schließen
430999;;wunderschöner bicolor Ohrstecker in bester Qualität, Nachbildung eines Schmetterling aus 375er Gold, 9 Karat, der angedeutete Körper ist rhodiniert, Ein zeitloser Schmuck für viele Gelegenheiten!;Stecker, Schmetterling, 9Kt GOLD;bicolor, mit Zirkonia
431000;;;Stecker, Schmetterling orange, 9Kt GOLD;orange emailliert
431001;;hochwertig gearbeiteter bicolor Ohrstecker in feinster Juwelierqualität aus 375er Gold, 9 Karat, leicht S-förmig geschwungen mit je 2 kleinen Zirkonia, Ein zeitloses Schmuckstück für viele Gelegenheiten!;Stecker, bicolor, Zirkonia, 9Kt GOLD;filigraner Ohrstecker 2-farbig teil-rhodiniert
431002;;;Stecker, bicolor, Zirkonia, 9Kt GOLD;-
431003;;wunderschöner bicolor Ohrstecker aus 375er Gold, 9 Karat, Das kleine kostbare Herz wird noch zusätzlich durch 3 kleine Zirkonia in einem rhodinierten Steg aufgewertet. Ein tolles Geschenk für einen lieben Menschen!;Stecker, bicolor, Zirkonia, 9Kt GOLD;filigraner Ohrstecker,  Mitte rhodiniert, mit Zirkonia
431004;;hochwertig gearbeiteter bicolor Ohrstecker in feinster Juwelierqualität aus 375er Gold, 9 Karat, Über einem filigran gearbeiteten Blatt verläuft ein Steg mit je 5 kleinen Zirkonia. Ein besonderes Schmuckstück für einen besonderen Menschen!;Stecker, bicolor, Zirkonia, 9Kt GOLD;filigran gearbeiteter Ohrstecker, 2-farbig mit mehreren Zirkonias
431007;;Filigran gearbeitete 12mm Drahtcreole mit Steckverschluss, die Oberfläche ist gewölbt, 375 Gold, 9 Karat;Creole, 12mm, glänzend, 9Kt GOLD;Drahtcreole mit Steckverschluß
431008;;Filigran gearbeitete 14mm Drahtcreole mit Steckverschluss, die Oberfläche ist gewölbt, 375er Gold, 9 Karat;Creole, 14mm, glänzend, 9Kt GOLD;Drahtcreole mit Steckverschluß
431009;;wunderschön gearbeiteter bicolor Ohrstecker in V-Form aus 375er Gelbgold, 9 Karat, eine Seite oberflächlich rhodiniert, komplettiert wird der Stecker mit einer Süßwasserzuchtperle 4-5mm, Ein zeitloses Schmuckstück an dem SIE lange Freude haben wird!;Stecker, bicolor, Zirkonia, 9Kt GOLD;mit Süßwasserzuchtperle ca. 4-5mm
431010;;wunderschön gearbeiteter bicolor Anhänger in V-Form aus 375er Gelbgold, 9 Karat, eine Seite oberflächlich rhodiniert, komplettiert wird der Stecker mit einer Süßwasserzuchtperle 4-5mm, Ein zeitloses Schmuckstück an dem SIE lange Freude haben wird!;Anhänger, bicolor mit Zirkonia 9Kt GOLD;mit Süßwasserzuchtperle ca. 4-5mm
431011;;Wunderschönes filigran gearbeitetes Schmetterlings-Pärchen mit schmückendem Zirkonia, 375er oder 9 Karat Gold, eine Flügelseite gelbgold und eine Flügelseite offen und rhodiniert;Stecker, Schmetterling, 9Kt GOLD;bicolor teilrhodiniert, mit Zirkonia, ähnlich einem Schmetterling
431012;;wunderschöner filigran gearbeiteter bicolor Anhänger aus 375er oder 9 Karat, Schmetterling mit schmückendem Zirkonia, eine Flügelseite gelbgold und eine Flügelseite offen und rhodiniert, Ein tolles Geschenk zum Geburtstag oder einfach als kleine Überraschung zwischendurch!;Anhänger, Schmetterling, 9Kt GOLD;bicolor, mit Zirkonia
431013;;Verschenken Sie doch einmal ein Herz! wunderschön gearbeiteter bicolor Ohrstecker aus 375er Gold, 9 Karat, eine herzförmigen Platte wird kombiniert mit einer rhodinierten Verzierung mit je 3 Zirkonia;Stecker Herz bicolor Zirkonia, 9Kt GOLD;teil-rhodiniert
