itemno;title;description;gallay title;gallay description
430300;;Wunderschöner Stecker nicht nur für Delfinliebhaber! kleiner springender Delfin mit glänzender Oberfläche, 375er oder 9 Karat Gold, Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit  und Lebensfreude und gilt als der Freund des Menschen.;Stecker, Delfin glänzend, 9Kt GOLD;Pressung
430302;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Der kleine Taufring ist rundherum mit kleinen Zirkonia besetzt und aus 375er Gold (9 Karat) gefertigt. Diesen Talisman kann man auch an einer Halskette tragen und er begleitet uns das ganze Leben lang.;Taufring, Anhänger, Zirkonias, 9Kt GOLD;Taufring rundherum besetzt mit kleinen Zirkonias
430305;;Wunderschöner Ohrstecker Bärchen, das modische I-Tüpfelchen für kleine Mädchen. Als besonderes Geschenk zum Geburtstag, Schuleingang oder einfach mal zwischendurch. aus 375er Gold (9 Karat) mit kleinem Zirkonia, Rückseite verbödet geschlossen, Oberfläche matt-glänzend;Stecker, Bärchen mit Zirkonia, 9Kt GOLD;Oberfläche matt-glänzend, Rückseite verbödet geschlossen
430310;;;Anhänger, Süßwasserzuchtperle, 9Kt GOLD;-
430314;;Zeitloser Ohrstecker, Süßwasserzuchtperle kombiniert mit kleinem Zirkonia, 375er Gold (9 Karat), Stilvoll für jeden Anlass. Wunderschön auch als Brautschmuck!;Stecker, Zirkonia, Süßwasserperle, 9Kt;Süßwasserzuchtperle und Zirkonia
430317;;;Brisur, 3 Ovale hängend, 9Kt Rotgold;3 ineinander gehängte Ovale, 2x Rotgold,  1x Weißgold
430318;;;Creole, Klappscharnier, 9Kt GOLD;stabile 4-kant Creole
430322;;Wunderschöne Creole mit Klappscharnier aus 9 Karat Gold in zeitlosem Design. Die Oberfläche ist leicht abgerundet und glänzend.;Creole, Klappscharnier, 9Kt GOLD;Oberfläche leicht abgerundet, glänzend
430323;;wunderschöne Klappcreole, gekreuzt, matt und glänzend, 375er Gold (9 Karat), Ein tolles Schmuckstück für alle Gelegenheiten.;Creole, gekreuzt matt-glänzend 9Kt GOLD;stabile Creole mit Klappscharnier
430325;;;Creole, Halbcreole Zirkonia, 9Kt GOLD;-
430334;;Wunderschönes kleines Herz zu verschenken! kleiner Ohrstecker mit Zirkonia aus 375er Gold, 9 Karat, Dieses Schmuckstück passt auch zu einer Braut!;Stecker, Herz mit Zirkonia, 9Kt GOLD;-
430340;;hochwertig gearbeiteter Ohrstecker aus 375er Gold, 9 Karat mit großem 8mm Zirkonia, Ein zeitlos schöner Schmuck für die modemutige Dame!;Stecker, großer Zirkonia rund 9Kt GOLD;Zirkonia eingefasst in 6 Krallen
430341;;Wunderschön gearbeiteter Ohrstecker mit 8mm synthetischem Aqua, 333er Gold (8 Karat), Ein passendes Schmuckstück zur angesagten Jeansmode!;Stecker, synthetischer Aqua, 8Kt GOLD;synthetischer Aquamarin
430342;;;Brisur, Ohrbehang diamantiert, 9Kt GOLD;-
430352;;hochwertig gearbeiteter Ohrstecker in ausgefallenem Design, kleiner Bogen mit je 2 Zirkonia, 333er Gold (8 Karat);Stecker, 2x CZ, Mitte glzd, 8Kt GOLD;2x Zirkonia
430356;;;Creole bicolor, geschwungen, 9Kt Rotgold;mit Bügelverschluss, teilweise rhodiniert, leicht gedreht, diamantiert
430357;;wunderschön gekreuzter bicolor Ohrstecker mit kleinem Zirkonia, 333er Gold (8 Karat) und rhodiniert, Ein tolles Geschenk für einen lieben Menschen.;Stecker, CZ, gekreuzt bicolor, 8Kt GOLD;Zirkonia
430358;;filigran gearbeiteter Ohrstecker, Trapez, der Rand ist diamantiert, 333er Gold (8 Karat), Ein zeitloses Schmuckstück für viele Gelegenheiten.;Stecker, Trapez diam, 8Kt GOLD;diamantiert
430359;;kleiner Anhänger aus 333er Gold (8 Karat) mit 9 blütenförmig angeordneten Zirkonias und großer Öse, Ein besonderes Geschenk für einen besonderen Menschen!;Anhänger, rund mit 9x CZ, 8Kt GOLD;große Öse (fest), 9x Zirkonia
430360;;Filigran gearbeiteter Goldanhänger das Seemannsgrab, 9 Karat, Glaube - Liebe - Hoffnung besteht aus drei Motiven. Für den Glauben steht das Kreuz - für die Liebe das Herz und für die Hoffnung der Anker .;Anhänger Glaube-Liebe-Hoffnung 9Kt GOLD;-
430362;;detailgetreu nachgebildeter Anker aus 375er Gold (9 Karat) als Kettenanhänger, Der Anker als Talisman gibt Halt und ist Sinnbild der Hoffnung, Beständigkeit und Treue.;Anhänger, Anker, 9Kt GOLD;innen hohl, große Öse
430366;;kleiner Anhänger Trapez, der Rand ist diamantiert, aus 333er Gold (8 Karat);Anhänger, Trapez diam, 8Kt GOLD;verbödet (Rückseite glatt geschlossen), Öse hinten, diamantiert
430367;;kleiner Ohrstecker X, matt und glänzend, 333er Gold (8 Karat), Ein tolles Schmuckstück für den Alltag.;Stecker, kleines X matt-glzd, 8Kt GOLD;-
430370;;;Anhänger, Stier bicolor, 9Kt GOLD;Hörner und Schwanz rhodiniert, auch als Sternzeichen verwendbar, glänzend
430372;;kleiner blumenförmiger Anhänger aus 333er Gold (8 Karat) mit Süßwasserzuchtperle als Blüte;Anhänger, Blume mit SWZP, 8Kt GOLD;verbödet (Rückseite glatt geschlossen), Süßwasserzuchtperle
430385;;Wunderschöner Piercingschmuck für den Bauchnabel aus 585er Gold, 14 Karat. Das Zirkonia-Herz ist ca 6mm groß und die Kugel ca. 5mm, Steglänge ca. 9,5mm, Stegstärke ca. 1,2mm. Ein dezentes und edles Schmuckstück für modemutige Trägerinnen.;Piercing, Zirkonia-Herz, 14Kt GOLD;Steglänge ca. 9mm, Stegstärke ca. 1,2mm, Zirkonia
430386;;;Creole, bicolor, diamantiert, 9Kt GOLD;mit Bügelverschluss, Teilstücke rhodiniert und diamantiert
430387;;;Creole bicolor, geschwungen, 9Kt Rotgold;mit Bügelverschluss, teilweise rhodiniert, leicht gedreht, diamantiert
430393;;hochwertig gearbeiteter bicolor Ohrstecker in feinster Juwelierqualität, 375er Gold (9 Karat) eine Seite Weißgold und mit kleinem Zirkonia verziertes Christusmonogramm, miteinander verbundene Buchstaben XP (Labarum),die ersten beiden Buchstaben des griechischen Wortes Christus;Stecker, JesusZeichen bicolor 9Kt GOLD;Jesus-Zeichen Fisch, Weißgold-Gold mit Zirkonia
430395;;Zeitlos schöner Schmuck mit funkelnden Steinen aus 333er Gold (8 Karat). In einem herzförmigen Rahmen ist ein wunderschöner Zirkonia weiß eingefasst, Ein tolles Geschenk für einen lieben Menschen, auch toll als Brautschmuck!;Anhänger, großes Zirkonia-Herz 8Kt GOLD;-
430396;;dekorativ und edel ist dieser Ohrstecker mit Zirkonia leicht grün schimmernd kombiniert mit einer Süßwasserzuchtperle, 375er Gold (9 Karat) Ein tolles Geschenk für einen lieben Menschen.;Stecker, Zirkonia-grün mit SWZP, 9Kt;Zirkonia leicht grün/oliv schimmernd mit Süßwasserzuchtperle
430399;;Detailgetreue Nachbildung eines 20mm Ginkgo-Blattes, die Oberfläche ist glänzend, an der Rückseite ist eine Öse zum Durchziehen der Kette angelötet -Die Chinesen und Japaner verehren den Ginkgo seit Jahrhunderten wegen seiner Lebenskraft als heilig und erbeten unter ihm ihre Wünsche.-;Anhänger, 20mm, Ginkgoblatt, 9Kt GOLD;-
430402;;Wunderschöner Herzanhänger für ein ganz persönliches Geschenk! feinste Juwelierqualität, Herz aus 375er Gelbgold (9 Karat) mit  4 kleinen Herzen Gelbgold und davon noch zwei zusätzlich mit Zirkonia besetzt sowie 2 Herzen rhodiniert;Anhänger Herz-bicolor Zirkonia 9Kt GOLD;-
430403;;detailgetreu gearbeiteter Anhänger Kruzifix in feinster Juwelierqualität, das Kreuz ist aus 375er Gelbgold (9 Karat) und Jesus sowie die Verzierung rhodiniert; Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz-Jesus bicolor 9Kt GOLD;mit Jesus
430405;;Filigran gearbeitete Creole mit Steckverschluss, Vierkant, 9 Karat Gold, auch für 2. und 3. Ohrpiercing geeignet;Creole, 11mm, Vierkant, 9Kt GOLD;-
430407;;Wunderschöner Herzanhänger für ein ganz persönliches Geschenk! Herz aus 333er Gold (8 Karat), auf der Vorderseite die Inschrift -LOVE-, die Rückseite ist matt und für eine persönliche Gravur geeignet;Anhänger, Herz LOVE matt-glzd, 8Kt GOLD;graviert mit 'LOVE'
430409;;Dieser Anhänger ist ein MUSS für jeden Fußballfan! detailgetreuer Anhänger Fußballschuh mit Fußball aus 333er Gold (8 Karat), teilweise rhodiniert, innen hohl, matt und glänzend, Schon rechtzeitig zur Fußball WM 2014 einen tollen Fan-Artikel verschenken!;Anhänger, Fußballschuh u. Ball 8Kt GOLD;innen hohl, matt und glänzend
430411;;Dieser Anhänger ist ein MUSS für jeden Fußballfan! detailgetreuer Anhänger Fußballschuh aus 333er Gold (8 Karat), innen hohl, matt und glänzend, Schon rechtzeitig zur Fußball WM 2014 einen tollen Fan-Artikel verschenken!;Anhänger, Fußballschuh 8Kt GOLD;innen hohl, mattiert und glänzend
430418;;Dezent aber doch schmückend, weniger ist manchmal mehr! Nasenpiercing mit kleinem Zirkonia pink und Spirale aus 750er Gold (18 Karat);Nasenstecker, Zirkonia pink, 18Kt Gold;Verkauf pro Stück, Piercing mit Spirale, kleiner Zirkonia gefasst
430419;;kleiner Ohrstecker Würfel 3x3mm, 375er Gold (9 Karat), Ein zeitloses Schmuckstück für jede Gelegenheit, auch für 2. und 3. Ohrpiercing geeignet.;Stecker, 3mm Würfel, 9Kt GOLD;-
430420;;Dezent aber doch schmückend, weniger ist manchmal mehr! Nasenpiercing mit kleinem synthetischen Aquamarin und Spirale aus 750er Gold (18 Karat);Nasenstecker, synth. Aqua, 18Kt GOLD;Piercing mit Spirale, Stein gefasst, synthetischer Aquamarin
430422;;kleiner, dezent gehaltener Anhänger Kreuz aus 333er Gold, 8 Karat, Oberfläche hochglänzend Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, kleines Kreuz, 8Kt GOLD;Abmessung ohne Öse
430424;;Zeitlos schöner Schmuck mit funkelnden Steinen. In einem herzförmigen Rahmen ist ein wunderschöner Zirkonia pink eingefasst, Ein tolles Geschenk für einen lieben Menschen.;Anhänger, Zirkonia-Herz pink, 9Kt;Zirkonia pink
430425;;hochwertige Gravurplatte 21x13mm in feinster Juwelierqualität für ein ganz persönliches Geschenk, mit Diamantschliff, 1 Herz ausgestanzt, die Oberfläche ist matt, die Rückseite ist matt und bietet genügend Platz für eine Gravur;Anhänger, Gravurplatte, 14Kt GOLD;Anhänger mattiert, Seiten diamantiert
430426;;Wunderschöner Freundschafts-Anhänger geteiltes Herz mit ausgelasertem Bild, Amors Pfeil als Zeichen der Liebe, Rückseite glatt mit Fläche für eine kleine Gravur, 585er Gold, 14 Karat;Anhänger, Doppelherz mit Engeln 14Kt;teilbarer Freundschaftanhänger mit zwei Ösen, mit Lasermuster - 2 Engel
430427;;hochwertig gearbeitetes Schmuckstück in zeitlosem Design, tricolor Anhänger massives Kreuz aus 585er Gold, 14 Karat, matt und glänzend, Ein tolles Geschenk zur Kommunion, Konfimation oder auch als kleine Überraschung für einen gläubigen Menschen!;Anhänger, Kreuz massiv 3-farb. 14Kt GOLD;Kreuz in Gelbgold glänzend mit 2 Auflagen mattiert, Weißgold und Rotgold
430428;;filigran gearbeiteter Anhänger kleines Kreuz aus 585er Gold (14 Karat) mit Diamantschliff auf der Vorderseite, Rückseite glänzend;Anhänger, Kreuz diamantiert, 14Kt GOLD;Vorderseite diamantiert - Rückseite glänzend
430429;;kleiner filigran gearbeiteter Goldanhänger Kreuz mit Diamantschliff, 585er Gold (14 Karat), Rückseite glänzend;Anhänger, Kreuz diamantiert, 14Kt GOLD;Vorderseite diamantiert - Rückseite glänzend
430430;;;Brisur, Ginkgoblätter bicolor, 9Kt GOLD;Kombination Weißgold/Gelbgold
430431;;filigran gearbeitetes Kleeblattkreuz mit Kruzifix aus 585er Gold (14 Karat), Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität. Das dreiblättrige Kleeblatt ist in der Symbolsprache ein altes Zeichen der Dreifaltigkeit (Vater, Sohn und Heiliger Geist).;Anhänger, Kreuz mit Jesus, 14Kt GOLD;-
430432;;filigran gearbeiteter Kruzifix aus 585er Gold (14 Karat) in feinster Juwelierqualität; Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz mit Jesus, 14Kt GOLD;glänzend
430434;;hochwertig gearbeiteter Anhänger in bester Juwelierqualität, Gravurplatte mit Abbild von Jesus, die Rückseite ist glänzend und gibt Fläche für eine kleine Gravur. 585er Gold (14 Karat), Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität und als Talisman mit Gottes Segen!;Anhänger, Jesus Bildnis, 14Kt GOLD;-
430435;;Kleiner Herzanhänger für ein ganz persönliches Geschenk! Herz aus 585er Gold (14 Karat) in feinster Juwelierqualität, 14x9mm, die Vorderseite ist diamantiert und die Rückseite ist glänzend und für eine kleine Gravur geeignet;Anhänger, Herz diamantiert, 14Kt GOLD;diamantiert
430436;;Hochwertiger Gold-Anhänger, 14 Karat, Hexagramm-Symbol, Der David-Stern ist benannt nach König David. Er gilt heute vor allem als das Symbol des Judentums und des Volkes Israel. Die Bezeichnung stammt aus einer mittelalterlichen Legende.;Anhänger, David-Stern, 14Kt GOLD;Hexagramm-Symbol, Schild-Davids, glänzend
430437;;hochwertig gearbeiteter Anhänger in bester Juwelierqualität, Gravurplatte mit Abbild von Maria mit kleinem Jesuskind, die Rückseite ist glänzend und gibt Fläche für eine kleine Gravur. 585er Gold (14 Karat), Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Maria mit Jesuskind, 14Kt GOLD;-
430438;;Wunderschöner Anhänger in feinster Juwelierqualität! Ähnlich einem Bilderrahmen umschließt der äußere ovale Ring ein filigran gearbeitetes Bildnis der Jungfrau Maria mit Jesuskind. Anhänger in bicolor, 14 Karat Gold;Anhänger, Maria mit Jesuskind, 14Kt GOLD;-
430439;;Dieses Schmuckstück ist ein MUSS für jeden Fußballfan! Anhänger Fußballspieler mit Ball aus 585er Gold (14 Karat), Oberfläche glänzend, Schon rechtzeitig zur Fußball WM 2014 einen tollen Fan-Artikel verschenken!;Anhänger, Fußballer mit Ball, 14Kt GOLD;glänzend
430440;;Wunderschöner Partneranhänger in feinster Juwelierqualität, ein Symbol tiefer Freundschaft und Liebe! Geteiltes Herz mit Mann und Frau, 2 Ösen, die Rückseite ist glatt und glänzend und gibt genügend Fläche für eine Gravur. 585er Gold (14 Karat);Anhänger, Herz Doppelanhänger 14Kt GOLD;glänzend, Freundschaftsanhänger mit 2 Ösen, Junge-Mädchen/Mann-Frau, glänzend
430441;;Wunderschöner Anhänger in feinster Juwelierqualität! Ähnlich einem Relief ist das Bildnis der Jungfrau Maria mit Jesuskind gearbeitet. Die Oberfläche ist matt und glänzend, 14 Karat Gold;Anhänger, Maria mit Jesuskind, 14Kt GOLD;als Relief ausgearbeitet, matt-glänzend
430442;;Putziger kleiner Anhänger Giraffe, ein wunderschönes Geschenk für kleine Mädchen, zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung zwischendurch. 375er Gold (9 Karat), Oberfläche matt, schwarze Augen und rotes Maul auflackiert;Anhänger, Giraffe, 9Kt GOLD;Giraffe mit schwarzen Augen und rotem Maul
430444;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 22.Dezember - 20.Januar Sternzeichen Steinbock (engl. Capricorn) in diamantiertem Ring, Ein wunderschönes Geschenk zum Geburtstag.;Sternzeichen, Steinbock, 9Kt GOLD;Capricorn glänzend, Rand diamantiert
430445;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 21.Januar - 19.Februar Sternzeichen Wassermann (engl. Aquarius) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Wassermann, 9Kt GOLD;Aquarius glänzend, Rand diamantiert
430446;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 20.Februar - 20.März Sternzeichen Fische (engl. Pisces) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Fische, 9Kt GOLD;Fishes glänzend, Rand diamantiert
430447;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 21.März - 20.April Sternzeichen Widder (engl. Aries) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Widder, 9Kt GOLD;Aries glänzend, Rand diamantiert
430448;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 21.April - 20.Mai Sternzeichen Stier (engl. Taurus) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Stier, 9Kt GOLD;Taurus glänzend, Rand diamantiert
430449;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 21.Mai - 21.Juni Sternzeichen Zwillinge (engl. Gemini) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Zwillinge, 9Kt GOLD;Gemini glänzend, Rand diamantiert
430450;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 22.Juni - 22.Juli Sternzeichen Krebs (engl. Cancer) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Krebs, 9Kt GOLD;Cancer glänzend, Rand diamantiert
430451;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 23.Juli - 23.August Sternzeichen Löwe (engl. Lion) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Löwe, 9Kt GOLD;Lion glänzend, Rand diamantiert
430452;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 24.August - 23.September Sternzeichen Jungfrau (engl. Virgo) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Jungfrau, 9Kt GOLD;Virgo glänzend, Rand diamantiert
430453;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 24.September - 23.Oktober Sternzeichen Waage (engl. Libra) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Waage, 9Kt GOLD;Libra glänzend, Rand diamantiert
430454;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 24.Oktober - 22.November Sternzeichen Skorpion (engl. Scorpio) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Skorpion, 9Kt GOLD;Scorpio glänzend, Rand diamantiert
430455;;Filigran gearbeiteter Goldanhänger, 375er Gold (9 Karat), 23.November - 21.Dezember Sternzeichen Schütze (engl. Sagittarius) in diamantiertem Ring, Ein tolles Geschenk zum Geburtstag!;Sternzeichen, Schütze, 9Kt GOLD;Sagittarius glänzend, Rand diamantiert
430458;;Zuckersüßer Ohrstecker Schmetterling, das modische I-Tüpfelchen für kleine Mädchen! Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch. aus 375er Gold (9 Karat), pink und hellblau lackiert;Stecker, Schmetterling, 9Kt GOLD;ein Pärchen Schmetterlinge, pink-hellblau lackiert
430460;;Zuckersüßer Ohrstecker laufender Marienkäfer, das modische I-Tüpfelchen für kleine Mädchen! Ein wunderschönes Geschenk zum Geburtstag, Schuleinweihung oder einfach mal zwischendurch. aus 375er Gold (9 Karat), rot-schwarz lackiert;Stecker, Marienkäfer sw-rot, 9Kt GOLD;ein Pärchen laufender Marienkäfer schwarz-rot lackiert
430461;;Wunderschöner kleiner Anhänger Schmetterling, ein tolles Geschenk für kleine modische Mädchen, zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung zwischendurch. 375er Gold (9 Karat), Flügel pink und hellblau lackiert;Anhänger, Schmetterling, 9Kt GOLD;pink-hellblau
430462;;Ein wunderschönes Geschenk zur Geburt eines Kindes oder als Patengeschenk! Goldanhänger kleiner Engel als Schutzsymbol, 14 Karat, Vorderseite mit Gravur: GOTTES SEGEN AUF ALL DEINEN WEGEN, Rückseite: GOTT SCHÜTZE DICH, matt-glänzend;Anhänger, Engel-Taufanhänger 14Kt Gold;graviert Vorderseite: GOTTES SEGEN AUF ALL DEINEN WEGEN, Rückseite: GOTT SCHÜTZE DICH, matt-glänzend, Gesamtlänge: 15mm
430463;;Dieser kleine lachende Hase sorgt für gute Laune! Wunderschönes Geschenk für die kleine modische DAME, 585er Gold (14 Karat), matt und glänzend, beidseitig geformt;Anhänger, Hase, 14Kt GOLD;matt-glänzend, beidseitig geformt
430464;;Wunderschöner Anhänger in bester Juwelierqualität! die kleine Hexe reitet auf dem Besen, aus 585er Gold (14 Karat), Oberfläche matt-glänzend, beidseitig geformt;Anhänger, Hexe, 14Kt GOLD;matt-glänzend, beidseitig geformt
430465;;Ein wunderschönes Geschenk für alle Musikliebhaber! Anhänger Violinschlüssel aus 585er Gold (14 Karat), Oberfläche glänzend;Anhänger, Notenschlüssel, 14Kt GOLD;Violinschlüssel glänzend
430466;;Ein tolles Geschenk für kleine Mäuse! Putziger Ohrstecker Maus, 375er Gold (9 Karat) inneres Ohr rhodiniert;Stecker, Mauskopf, 9Kt GOLD;-
430467;;Zuckersüße kleine Häschen mit lachendem Gesicht, das modische I-Tüpfelchen für kleine Hasen. matt und glänzend, Augen schwarz lackiert, 375er Gold (9 Karat);Stecker, kleiner Hase, 9Kt GOLD;matt-glänzend, Augen schwarz
430468;;Putziger kleiner Ohrstecker Giraffe, ein wunderschönes Geschenk für kleine Mädchen, zum Geburtstag, Schuleinweihung oder einfach als kleine Überraschung zwischendurch. 375er Gold (9 Karat), Oberfläche matt, schwarze Augen und rotes Maul auflackiert;Stecker, Giraffe, 9Kt GOLD;Giraffe mit schwarzen Augen und rotem Maul
430469;;;Creole, 9x1,3mm glänzend, 9Kt GOLD;sehr kleine Creolen
430471;;Wunderschöner Stecker nicht nur für Delfinliebhaber! kleiner Goldohrstecker, Delfin, 8 Karat, Rückseite verbödet (glatt geschlossen);Stecker, kleiner Delfin, 8Kt GOLD;verbödet (Rückseite glatt geschlossen)
430475;;stilvoller Ohrstecker aus 333er Gold (8 Karat) Nachbildung der Büste der Nofretete, voll ausgeformt, innen hohl, Heute gilt die Nofretete, Hauptgemahlin des Pharao Echnaton, als geheimnisvolle Schöne. Ihr Abbild ist Sinnbild weiblicher Stärke und Durchsetzungskraft.;Stecker, Nofretete glänzend, 8Kt GOLD;-
430476;;Wunderschöner Stecker nicht nur für Delfinliebhaber! Ein Kunststück wie man es sonst nur im Delfinarium sieht, ein kleiner Delfin 375er Gold, 9 Karat, springt durch einen rhodinierten Ring. Der Delfin verkörpert Kraft, Sicherheit, Geborgenheit  und Lebensfreude und gilt als der Freund des Menschen.;Stecker, Delfin mit Ring, 9Kt GOLD;sehr schöner Ohrstecker in bicolor, Delfin gelbgold, Ring rhodiniert
430484;;Filigrane Nachgestaltung eines Ginkgo-Blattes in 14 Karat Gold, die Oberfläche ist glänzend. -Die Chinesen und Japaner verehren den Ginkgo seit Jahrhunderten wegen seiner Lebenskraft als heilig und erbeten unter ihm ihre Wünsche.-;Stecker, 9mm Ginkgoblatt, 14Kt GOLD;glänzend
430486;;hochwertig gearbeiteter Anhänger Kruzifix aus 375er Gold (9 Karat ) mit Inschrift, Ein besonderer Eyecatcher als Ausdruck tiefster Religiösität.;Anhänger, Kreuz mit Jesus glänzend, 9Kt;-
430491;;Ein wunderschönes Geschenk für Geburtstag, Schuleinweihung oder einfach mal als kleine Überraschung zwischendurch. Ein vierblättriges Kleeblatt als Sinnbild des Glückes, kleiner Anhänger Kleeblatt aus 375er Gold, (9 Karat), Oberfläche gerillt;Anhänger, Kleeblatt, 9Kt GOLD;Oberfläche filigran gestreift
